,Village,District,Region,Population
4904,Ayiloni,Nsanje,South,1994.4533333333334
4905,Bandazi,Nsanje,South,1994.4533333333334
4906,Bitoni,Nsanje,South,1994.4533333333334
4907,Bulawayo,Nsanje,South,1994.4533333333334
4908,Chambuluka,Nsanje,South,1994.4533333333334
4909,Chapomoka,Nsanje,South,1994.4533333333334
4910,Chazuka,Nsanje,South,1994.4533333333334
4911,Chigayeni,Nsanje,South,1994.4533333333334
4912,Chikazi,Nsanje,South,1994.4533333333334
4913,Chikhao,Nsanje,South,1994.4533333333334
4914,Chikunkhu,Nsanje,South,1994.4533333333334
4915,Chimtedza,Nsanje,South,1994.4533333333334
4916,Ching'oma,Nsanje,South,1994.4533333333334
4917,Chipondeni,Nsanje,South,1994.4533333333334
4918,Chisamba,Nsanje,South,1994.4533333333334
4919,Chithumba,Nsanje,South,1994.4533333333334
4920,Chitsa,Nsanje,South,1994.4533333333334
4921,Chizinga,Nsanje,South,1994.4533333333334
4922,Clemence,Nsanje,South,1994.4533333333334
4923,Dimba,Nsanje,South,1994.4533333333334
4924,Dogo,Nsanje,South,1994.4533333333334
4925,Dumba,Nsanje,South,1994.4533333333334
4926,Dzwakunja,Nsanje,South,1994.4533333333334
4927,Fransiku,Nsanje,South,1994.4533333333334
4928,Galafa,Nsanje,South,1994.4533333333334
4929,Gande,Nsanje,South,1994.4533333333334
4930,Ganunga,Nsanje,South,1994.4533333333334
4931,Gatoma,Nsanje,South,1994.4533333333334
4932,Gowoke,Nsanje,South,1994.4533333333334
4933,Jambo,Nsanje,South,1994.4533333333334
4934,Jasi,Nsanje,South,1994.4533333333334
4935,Jimu,Nsanje,South,1994.4533333333334
4936,Jonikisi,Nsanje,South,1994.4533333333334
4937,Josaya,Nsanje,South,1994.4533333333334
4938,June Kamupira,Nsanje,South,1994.4533333333334
4939,Kachere,Nsanje,South,1994.4533333333334
4940,Kalidozo,Nsanje,South,1994.4533333333334
4941,Kalupsya,Nsanje,South,1994.4533333333334
4942,Kambaladzadza,Nsanje,South,1994.4533333333334
4943,Kamphata,Nsanje,South,1994.4533333333334
4944,Kamwendo III,Nsanje,South,1994.4533333333334
4945,Kanyelamalo,Nsanje,South,1994.4533333333334
4946,Kanyimbi,Nsanje,South,1994.4533333333334
4947,Kaputanjuchi,Nsanje,South,1994.4533333333334
4948,Kashoti,Nsanje,South,1994.4533333333334
4949,Kawa,Nsanje,South,1994.4533333333334
4950,Kazingizi,Nsanje,South,1994.4533333333334
4951,Khambadza,Nsanje,South,1994.4533333333334
4952,Khana,Nsanje,South,1994.4533333333334
4953,Khembo,Nsanje,South,1994.4533333333334
4954,Khonyo,Nsanje,South,1994.4533333333334
4955,Kungaecha II,Nsanje,South,1994.4533333333334
4956,Lambwe,Nsanje,South,1994.4533333333334
4957,Lazo,Nsanje,South,1994.4533333333334
4958,Leno,Nsanje,South,1994.4533333333334
4959,Lundu,Nsanje,South,1994.4533333333334
4960,Lyton,Nsanje,South,1994.4533333333334
4961,M'bisa,Nsanje,South,1994.4533333333334
4962,Madani,Nsanje,South,1994.4533333333334
4963,Maele,Nsanje,South,1994.4533333333334
4964,Maele II,Nsanje,South,1994.4533333333334
4965,Makwalo,Nsanje,South,1994.4533333333334
4966,Malemia,Nsanje,South,1994.4533333333334
4967,Malota,Nsanje,South,1994.4533333333334
4968,Mangani,Nsanje,South,1994.4533333333334
4969,Manjolo,Nsanje,South,1994.4533333333334
4970,Mankhusu,Nsanje,South,1994.4533333333334
4971,Mapepelele,Nsanje,South,1994.4533333333334
4972,Masimo,Nsanje,South,1994.4533333333334
4973,Mbang'ombe,Nsanje,South,1994.4533333333334
4974,Mbangu,Nsanje,South,1994.4533333333334
4975,Mbenje,Nsanje,South,1994.4533333333334
4976,Mchacha,Nsanje,South,1994.4533333333334
4977,Mchacha 18,Nsanje,South,1994.4533333333334
4978,Mchacha 6,Nsanje,South,1994.4533333333334
4979,Mchakalima,Nsanje,South,1994.4533333333334
4980,Mello,Nsanje,South,1994.4533333333334
4981,Mero,Nsanje,South,1994.4533333333334
4982,Milisau,Nsanje,South,1994.4533333333334
4983,Million II,Nsanje,South,1994.4533333333334
4984,Misasi,Nsanje,South,1994.4533333333334
4985,Mkango,Nsanje,South,1994.4533333333334
4986,Mkotamu,Nsanje,South,1994.4533333333334
4987,Mpanje,Nsanje,South,1994.4533333333334
4988,Mphamba,Nsanje,South,1994.4533333333334
4989,Mpisamanja,Nsanje,South,1994.4533333333334
4990,Msamba,Nsanje,South,1994.4533333333334
4991,Msambo,Nsanje,South,1994.4533333333334
4992,Msusa,Nsanje,South,1994.4533333333334
4993,Mtema,Nsanje,South,1994.4533333333334
4994,Mthumba,Nsanje,South,1994.4533333333334
4995,Mulira,Nsanje,South,1994.4533333333334
4996,Mwanalundu,Nsanje,South,1994.4533333333334
4997,Mwanda,Nsanje,South,1994.4533333333334
4998,Mwazalungu,Nsanje,South,1994.4533333333334
4999,Nalison,Nsanje,South,1994.4533333333334
5000,Namathimba,Nsanje,South,1994.4533333333334
5001,Navaya,Nsanje,South,1994.4533333333334
5002,Navindiyo,Nsanje,South,1994.4533333333334
5003,Ndadzadala,Nsanje,South,1994.4533333333334
5004,Ndamera,Nsanje,South,1994.4533333333334
5005,Nduna,Nsanje,South,1994.4533333333334
5006,Ng'ombe,Nsanje,South,1994.4533333333334
5007,Ngala,Nsanje,South,1994.4533333333334
5008,Nguluwe,Nsanje,South,1994.4533333333334
5009,Njazi,Nsanje,South,1994.4533333333334
5010,Njiza,Nsanje,South,1994.4533333333334
5011,Nkhundi,Nsanje,South,1994.4533333333334
5012,Nkolimbo,Nsanje,South,1994.4533333333334
5013,Nkotamu,Nsanje,South,1994.4533333333334
5014,Nkunga,Nsanje,South,1994.4533333333334
5015,Nsambakaluma,Nsanje,South,1994.4533333333334
5016,Nsilanga,Nsanje,South,1994.4533333333334
5017,Nsingano,Nsanje,South,1994.4533333333334
5018,Nsiyakhuni,Nsanje,South,1994.4533333333334
5019,Nthembwe,Nsanje,South,1994.4533333333334
5020,Nthondo,Nsanje,South,1994.4533333333334
5021,Ntolongo,Nsanje,South,1994.4533333333334
5022,Nyadzwikhwi,Nsanje,South,1994.4533333333334
5023,Nyakamera,Nsanje,South,1994.4533333333334
5024,Nyale,Nsanje,South,1994.4533333333334
5025,Nyamatchelenga,Nsanje,South,1994.4533333333334
5026,Nyamjidu,Nsanje,South,1994.4533333333334
5027,Nyamtchitchi,Nsanje,South,1994.4533333333334
5028,Nyamula,Nsanje,South,1994.4533333333334
5029,Nyang'a,Nsanje,South,1994.4533333333334
5030,Nyanthana,Nsanje,South,1994.4533333333334
5031,Nyanthumbi,Nsanje,South,1994.4533333333334
5032,Nyenyezi,Nsanje,South,1994.4533333333334
5033,Osiyana,Nsanje,South,1994.4533333333334
5034,Petrol,Nsanje,South,1994.4533333333334
5035,Phaso,Nsanje,South,1994.4533333333334
5036,Saini,Nsanje,South,1994.4533333333334
5037,Sambani,Nsanje,South,1994.4533333333334
5038,Shuva,Nsanje,South,1994.4533333333334
5039,Siki,Nsanje,South,1994.4533333333334
5040,Skeyi,Nsanje,South,1994.4533333333334
5041,Somanje,Nsanje,South,1994.4533333333334
5042,Tchatatcha,Nsanje,South,1994.4533333333334
5043,Thikiti,Nsanje,South,1994.4533333333334
5044,Thunye,Nsanje,South,1994.4533333333334
5045,Titu,Nsanje,South,1994.4533333333334
5046,Tizora,Nsanje,South,1994.4533333333334
5047,Tsamdoka,Nsanje,South,1994.4533333333334
5048,Ubale,Nsanje,South,1994.4533333333334
5049,Utenda,Nsanje,South,1994.4533333333334
5050,Zhuwaki,Nsanje,South,1994.4533333333334
5051,Akubilila I,Ntcheu,Central,2184.1324503311257
5052,Austen,Ntcheu,Central,2184.1324503311257
5053,Banda,Ntcheu,Central,2184.1324503311257
5054,Bayani,Ntcheu,Central,2184.1324503311257
5055,Ben Tchauya,Ntcheu,Central,2184.1324503311257
5056,Benesi,Ntcheu,Central,2184.1324503311257
5057,Beni Golombe,Ntcheu,Central,2184.1324503311257
5058,Biliyati,Ntcheu,Central,2184.1324503311257
5059,Binya,Ntcheu,Central,2184.1324503311257
5060,Bizaliyele,Ntcheu,Central,2184.1324503311257
5061,Biziweki,Ntcheu,Central,2184.1324503311257
5062,Black,Ntcheu,Central,2184.1324503311257
5063,Bonongwe,Ntcheu,Central,2184.1324503311257
5064,Bubua,Ntcheu,Central,2184.1324503311257
5065,Bula,Ntcheu,Central,2184.1324503311257
5066,Bunyenga,Ntcheu,Central,2184.1324503311257
5067,Chabwera I,Ntcheu,Central,2184.1324503311257
5068,Chabwera II,Ntcheu,Central,2184.1324503311257
5069,Chagoma,Ntcheu,Central,2184.1324503311257
5070,Chagomerana,Ntcheu,Central,2184.1324503311257
5071,Champiti,Ntcheu,Central,2184.1324503311257
5072,Chauluka,Ntcheu,Central,2184.1324503311257
5073,Chawanje,Ntcheu,Central,2184.1324503311257
5074,Chibalala,Ntcheu,Central,2184.1324503311257
5075,Chibonga,Ntcheu,Central,2184.1324503311257
5076,Chibweya,Ntcheu,Central,2184.1324503311257
5077,Chidokowe,Ntcheu,Central,2184.1324503311257
5078,Chiepa,Ntcheu,Central,2184.1324503311257
5079,Chigome,Ntcheu,Central,2184.1324503311257
5080,Chigwam'mowa,Ntcheu,Central,2184.1324503311257
5081,Chikabadwa,Ntcheu,Central,2184.1324503311257
5082,Chikadya III,Ntcheu,Central,2184.1324503311257
5083,Chikhamwazi,Ntcheu,Central,2184.1324503311257
5084,Chikhumba,Ntcheu,Central,2184.1324503311257
5085,Chikuli,Ntcheu,Central,2184.1324503311257
5086,Chikuluchina,Ntcheu,Central,2184.1324503311257
5087,Chilenga,Ntcheu,Central,2184.1324503311257
5088,Chiluzi,Ntcheu,Central,2184.1324503311257
5089,Chimbewa,Ntcheu,Central,2184.1324503311257
5090,Chimowa,Ntcheu,Central,2184.1324503311257
5091,Chimpini,Ntcheu,Central,2184.1324503311257
5092,Chimpunza,Ntcheu,Central,2184.1324503311257
5093,Chimvano,Ntcheu,Central,2184.1324503311257
5094,Chimvula,Ntcheu,Central,2184.1324503311257
5095,Ching'amba,Ntcheu,Central,2184.1324503311257
5096,Chingawa,Ntcheu,Central,2184.1324503311257
5097,Chingoni,Ntcheu,Central,2184.1324503311257
5098,Chinguwo,Ntcheu,Central,2184.1324503311257
5099,Chinyama,Ntcheu,Central,2184.1324503311257
5100,Chiphikira,Ntcheu,Central,2184.1324503311257
5101,Chipojola,Ntcheu,Central,2184.1324503311257
5102,Chipula,Ntcheu,Central,2184.1324503311257
5103,Chipusile,Ntcheu,Central,2184.1324503311257
5104,Chiseme,Ntcheu,Central,2184.1324503311257
5105,Chitale,Ntcheu,Central,2184.1324503311257
5106,Chitsulo,Ntcheu,Central,2184.1324503311257
5107,Chiwaya,Ntcheu,Central,2184.1324503311257
5108,Chiwiza,Ntcheu,Central,2184.1324503311257
5109,Chiwoyoka,Ntcheu,Central,2184.1324503311257
5110,Dambule,Ntcheu,Central,2184.1324503311257
5111,Daudi,Ntcheu,Central,2184.1324503311257
5112,Dauka,Ntcheu,Central,2184.1324503311257
5113,Daule,Ntcheu,Central,2184.1324503311257
5114,Davide,Ntcheu,Central,2184.1324503311257
5115,Donda,Ntcheu,Central,2184.1324503311257
5116,Doviko,Ntcheu,Central,2184.1324503311257
5117,Dzaole,Ntcheu,Central,2184.1324503311257
5118,Dzing'anda,Ntcheu,Central,2184.1324503311257
5119,Dzinjiliza,Ntcheu,Central,2184.1324503311257
5120,Dzonzi Mvai,Ntcheu,Central,2184.1324503311257
5121,Dzoole,Ntcheu,Central,2184.1324503311257
5122,Ebulo,Ntcheu,Central,2184.1324503311257
5123,Eneya,Ntcheu,Central,2184.1324503311257
5124,Faiti,Ntcheu,Central,2184.1324503311257
5125,Fasi,Ntcheu,Central,2184.1324503311257
5126,Foso,Ntcheu,Central,2184.1324503311257
5127,Fuko,Ntcheu,Central,2184.1324503311257
5128,Fulatila,Ntcheu,Central,2184.1324503311257
5129,Funsani,Ntcheu,Central,2184.1324503311257
5130,Gambatula,Ntcheu,Central,2184.1324503311257
5131,Ganya,Ntcheu,Central,2184.1324503311257
5132,Ganya III,Ntcheu,Central,2184.1324503311257
5133,Gawaza I,Ntcheu,Central,2184.1324503311257
5134,Gibson Ziyaya,Ntcheu,Central,2184.1324503311257
5135,Goli,Ntcheu,Central,2184.1324503311257
5136,Gomeza,Ntcheu,Central,2184.1324503311257
5137,Gongolo,Ntcheu,Central,2184.1324503311257
5138,Guga,Ntcheu,Central,2184.1324503311257
5139,Gumbi II,Ntcheu,Central,2184.1324503311257
5140,Gwauya,Ntcheu,Central,2184.1324503311257
5141,Gwaza,Ntcheu,Central,2184.1324503311257
5142,Gwaza II,Ntcheu,Central,2184.1324503311257
5143,Gwedeza,Ntcheu,Central,2184.1324503311257
5144,Haisa,Ntcheu,Central,2184.1324503311257
5145,Hellan,Ntcheu,Central,2184.1324503311257
5146,Holla,Ntcheu,Central,2184.1324503311257
5147,James,Ntcheu,Central,2184.1324503311257
5148,James Mazunga,Ntcheu,Central,2184.1324503311257
5149,Jenya,Ntcheu,Central,2184.1324503311257
5150,Jingapansi,Ntcheu,Central,2184.1324503311257
5151,Julius,Ntcheu,Central,2184.1324503311257
5152,Jumbe,Ntcheu,Central,2184.1324503311257
5153,Kabango,Ntcheu,Central,2184.1324503311257
5154,Kabango I,Ntcheu,Central,2184.1324503311257
5155,Kabango II,Ntcheu,Central,2184.1324503311257
5156,Kabekere,Ntcheu,Central,2184.1324503311257
5157,Kabuwaza,Ntcheu,Central,2184.1324503311257
5158,Kabwazi,Ntcheu,Central,2184.1324503311257
5159,Kachingwe,Ntcheu,Central,2184.1324503311257
5160,Kachule,Ntcheu,Central,2184.1324503311257
5161,Kadansana,Ntcheu,Central,2184.1324503311257
5162,Kadwala,Ntcheu,Central,2184.1324503311257
5163,Kadzakalowa,Ntcheu,Central,2184.1324503311257
5164,Kafumbata,Ntcheu,Central,2184.1324503311257
5165,Kaimaima,Ntcheu,Central,2184.1324503311257
5166,Kajawa,Ntcheu,Central,2184.1324503311257
5167,Kakhobwe,Ntcheu,Central,2184.1324503311257
5168,Kalanzi,Ntcheu,Central,2184.1324503311257
5169,Kalata,Ntcheu,Central,2184.1324503311257
5170,Kalima,Ntcheu,Central,2184.1324503311257
5171,Kalima I,Ntcheu,Central,2184.1324503311257
5172,Kalimanjira I,Ntcheu,Central,2184.1324503311257
5173,Kalimwayi,Ntcheu,Central,2184.1324503311257
5174,Kalitsiro,Ntcheu,Central,2184.1324503311257
5175,Kaliza,Ntcheu,Central,2184.1324503311257
5176,Kaloga,Ntcheu,Central,2184.1324503311257
5177,Kalumbu,Ntcheu,Central,2184.1324503311257
5178,Kambalame,Ntcheu,Central,2184.1324503311257
5179,Kambewa,Ntcheu,Central,2184.1324503311257
5180,Kambilonjo,Ntcheu,Central,2184.1324503311257
5181,Kambuku,Ntcheu,Central,2184.1324503311257
5182,Kamcholo,Ntcheu,Central,2184.1324503311257
5183,Kamgomo,Ntcheu,Central,2184.1324503311257
5184,Kamiza,Ntcheu,Central,2184.1324503311257
5185,Kampanikiza,Ntcheu,Central,2184.1324503311257
5186,Kampanje I,Ntcheu,Central,2184.1324503311257
5187,Kampheko,Ntcheu,Central,2184.1324503311257
5188,Kamphulusa,Ntcheu,Central,2184.1324503311257
5189,Kamtema,Ntcheu,Central,2184.1324503311257
5190,Kamtsitsi,Ntcheu,Central,2184.1324503311257
5191,Kamwamba,Ntcheu,Central,2184.1324503311257
5192,Kamwendo  I,Ntcheu,Central,2184.1324503311257
5193,Kamzinda,Ntcheu,Central,2184.1324503311257
5194,Kanama,Ntcheu,Central,2184.1324503311257
5195,Kanama II,Ntcheu,Central,2184.1324503311257
5196,Kandeu,Ntcheu,Central,2184.1324503311257
5197,Kandoma,Ntcheu,Central,2184.1324503311257
5198,Kanjanga,Ntcheu,Central,2184.1324503311257
5199,Kanjati,Ntcheu,Central,2184.1324503311257
5200,Kankhuni,Ntcheu,Central,2184.1324503311257
5201,Kankhuni II,Ntcheu,Central,2184.1324503311257
5202,Kankoo,Ntcheu,Central,2184.1324503311257
5203,Kanyimbo,Ntcheu,Central,2184.1324503311257
5204,Kanzangaza,Ntcheu,Central,2184.1324503311257
5205,Kanzati,Ntcheu,Central,2184.1324503311257
5206,Kapalamula,Ntcheu,Central,2184.1324503311257
5207,Kasale,Ntcheu,Central,2184.1324503311257
5208,Kasinje,Ntcheu,Central,2184.1324503311257
5209,Kasinje II,Ntcheu,Central,2184.1324503311257
5210,Kasisi II,Ntcheu,Central,2184.1324503311257
5211,Katsala II,Ntcheu,Central,2184.1324503311257
5212,KatsekeLa,Ntcheu,Central,2184.1324503311257
5213,Kauwa,Ntcheu,Central,2184.1324503311257
5214,Kavala,Ntcheu,Central,2184.1324503311257
5215,Kawele,Ntcheu,Central,2184.1324503311257
5216,Kaweya,Ntcheu,Central,2184.1324503311257
5217,Kayiya,Ntcheu,Central,2184.1324503311257
5218,Kukhola,Ntcheu,Central,2184.1324503311257
5219,Kulanga,Ntcheu,Central,2184.1324503311257
5220,Kunyungwi,Ntcheu,Central,2184.1324503311257
5221,Kutambira,Ntcheu,Central,2184.1324503311257
5222,Kuthakwanansi,Ntcheu,Central,2184.1324503311257
5223,Kuthwani,Ntcheu,Central,2184.1324503311257
5224,Kuyenda,Ntcheu,Central,2184.1324503311257
5225,Lazalo,Ntcheu,Central,2184.1324503311257
5226,Lazaro,Ntcheu,Central,2184.1324503311257
5227,Likumbo,Ntcheu,Central,2184.1324503311257
5228,Liphava,Ntcheu,Central,2184.1324503311257
5229,Livalo,Ntcheu,Central,2184.1324503311257
5230,Liyada,Ntcheu,Central,2184.1324503311257
5231,Londalonda,Ntcheu,Central,2184.1324503311257
5232,Lopati,Ntcheu,Central,2184.1324503311257
5233,Loti,Ntcheu,Central,2184.1324503311257
5234,Lusinje,Ntcheu,Central,2184.1324503311257
5235,Mabena,Ntcheu,Central,2184.1324503311257
5236,Machira II,Ntcheu,Central,2184.1324503311257
5237,Madana,Ntcheu,Central,2184.1324503311257
5238,Madeya,Ntcheu,Central,2184.1324503311257
5239,Madingeni,Ntcheu,Central,2184.1324503311257
5240,Mafuwa,Ntcheu,Central,2184.1324503311257
5241,Magola,Ntcheu,Central,2184.1324503311257
5242,Magombo,Ntcheu,Central,2184.1324503311257
5243,Majawa,Ntcheu,Central,2184.1324503311257
5244,Majere,Ntcheu,Central,2184.1324503311257
5245,Makanga,Ntcheu,Central,2184.1324503311257
5246,Makhwatha,Ntcheu,Central,2184.1324503311257
5247,Makokola,Ntcheu,Central,2184.1324503311257
5248,Makwangwala,Ntcheu,Central,2184.1324503311257
5249,Makwangwala II,Ntcheu,Central,2184.1324503311257
5250,Malanda,Ntcheu,Central,2184.1324503311257
5251,Malonda,Ntcheu,Central,2184.1324503311257
5252,Maluku,Ntcheu,Central,2184.1324503311257
5253,Maluza,Ntcheu,Central,2184.1324503311257
5254,Maonga,Ntcheu,Central,2184.1324503311257
5255,Mapira,Ntcheu,Central,2184.1324503311257
5256,Mapondera,Ntcheu,Central,2184.1324503311257
5257,Masese,Ntcheu,Central,2184.1324503311257
5258,Masese II,Ntcheu,Central,2184.1324503311257
5259,Masunda I,Ntcheu,Central,2184.1324503311257
5260,Masunda II,Ntcheu,Central,2184.1324503311257
5261,Matalala,Ntcheu,Central,2184.1324503311257
5262,Matale,Ntcheu,Central,2184.1324503311257
5263,Matanda,Ntcheu,Central,2184.1324503311257
5264,Matapila,Ntcheu,Central,2184.1324503311257
5265,Matchereza,Ntcheu,Central,2184.1324503311257
5266,Mateketa,Ntcheu,Central,2184.1324503311257
5267,Mbemba,Ntcheu,Central,2184.1324503311257
5268,Mbululu,Ntcheu,Central,2184.1324503311257
5269,Mchocho,Ntcheu,Central,2184.1324503311257
5270,Mdzawira,Ntcheu,Central,2184.1324503311257
5271,Mitchi,Ntcheu,Central,2184.1324503311257
5272,Mkutumula,Ntcheu,Central,2184.1324503311257
5273,Mkwezalamba,Ntcheu,Central,2184.1324503311257
5274,Mmemo,Ntcheu,Central,2184.1324503311257
5275,Mose,Ntcheu,Central,2184.1324503311257
5276,Moyo,Ntcheu,Central,2184.1324503311257
5277,Mpalale,Ntcheu,Central,2184.1324503311257
5278,Mpochera,Ntcheu,Central,2184.1324503311257
5279,Mpoya,Ntcheu,Central,2184.1324503311257
5280,Mpulula,Ntcheu,Central,2184.1324503311257
5281,Mpusadala,Ntcheu,Central,2184.1324503311257
5282,Msenjere,Ntcheu,Central,2184.1324503311257
5283,Msiyaludzu,Ntcheu,Central,2184.1324503311257
5284,Mtalika,Ntcheu,Central,2184.1324503311257
5285,Mtambalika,Ntcheu,Central,2184.1324503311257
5286,Mtengowabondo,Ntcheu,Central,2184.1324503311257
5287,Mtonda,Ntcheu,Central,2184.1324503311257
5288,Muso,Ntcheu,Central,2184.1324503311257
5289,Muso II,Ntcheu,Central,2184.1324503311257
5290,Mussa,Ntcheu,Central,2184.1324503311257
5291,Muwalo,Ntcheu,Central,2184.1324503311257
5292,Mwanagombe,Ntcheu,Central,2184.1324503311257
5293,Mwenda,Ntcheu,Central,2184.1324503311257
5294,Mzakazaka,Ntcheu,Central,2184.1324503311257
5295,Namagona,Ntcheu,Central,2184.1324503311257
5296,Namitengo,Ntcheu,Central,2184.1324503311257
5297,Ndembo,Ntcheu,Central,2184.1324503311257
5298,Ngalu,Ntcheu,Central,2184.1324503311257
5299,Nguya,Ntcheu,Central,2184.1324503311257
5300,Njolomole,Ntcheu,Central,2184.1324503311257
5301,Njolomole II,Ntcheu,Central,2184.1324503311257
5302,Njunga II,Ntcheu,Central,2184.1324503311257
5303,Nkhwani,Ntcheu,Central,2184.1324503311257
5304,Nkhwani III,Ntcheu,Central,2184.1324503311257
5305,Nkolimbo I,Ntcheu,Central,2184.1324503311257
5306,Nkonde,Ntcheu,Central,2184.1324503311257
5307,Nkonde II,Ntcheu,Central,2184.1324503311257
5308,Nsuwa,Ntcheu,Central,2184.1324503311257
5309,Pamdule,Ntcheu,Central,2184.1324503311257
5310,Pengapenga,Ntcheu,Central,2184.1324503311257
5311,Pesa,Ntcheu,Central,2184.1324503311257
5312,Phalula,Ntcheu,Central,2184.1324503311257
5313,Pheza,Ntcheu,Central,2184.1324503311257
5314,Pitala,Ntcheu,Central,2184.1324503311257
5315,Saiti Machela,Ntcheu,Central,2184.1324503311257
5316,Saiwa,Ntcheu,Central,2184.1324503311257
5317,Sande,Ntcheu,Central,2184.1324503311257
5318,Sanjani,Ntcheu,Central,2184.1324503311257
5319,Sanjani I,Ntcheu,Central,2184.1324503311257
5320,Sanjani III,Ntcheu,Central,2184.1324503311257
5321,Saulosi,Ntcheu,Central,2184.1324503311257
5322,Sauzana,Ntcheu,Central,2184.1324503311257
5323,Senzani,Ntcheu,Central,2184.1324503311257
5324,Senzani II,Ntcheu,Central,2184.1324503311257
5325,Siriya,Ntcheu,Central,2184.1324503311257
5326,Solomoni,Ntcheu,Central,2184.1324503311257
5327,Songaye,Ntcheu,Central,2184.1324503311257
5328,Tambala,Ntcheu,Central,2184.1324503311257
5329,Tapani,Ntcheu,Central,2184.1324503311257
5330,Tchauya,Ntcheu,Central,2184.1324503311257
5331,Tcheza,Ntcheu,Central,2184.1324503311257
5332,Thanganyika,Ntcheu,Central,2184.1324503311257
5333,Themba,Ntcheu,Central,2184.1324503311257
5334,Thunga,Ntcheu,Central,2184.1324503311257
5335,Thunga I,Ntcheu,Central,2184.1324503311257
5336,Timoti,Ntcheu,Central,2184.1324503311257
5337,Tomasi,Ntcheu,Central,2184.1324503311257
5338,Tsanulani,Ntcheu,Central,2184.1324503311257
5339,Tsikulamowa I,Ntcheu,Central,2184.1324503311257
5340,Tsikulamowa II,Ntcheu,Central,2184.1324503311257
5341,Wanyemba,Ntcheu,Central,2184.1324503311257
5342,William,Ntcheu,Central,2184.1324503311257
5343,Willy,Ntcheu,Central,2184.1324503311257
5344,Wundani,Ntcheu,Central,2184.1324503311257
5345,Zalengera,Ntcheu,Central,2184.1324503311257
5346,Zalengera II,Ntcheu,Central,2184.1324503311257
5347,Zalengera III,Ntcheu,Central,2184.1324503311257
5348,Zamasiya,Ntcheu,Central,2184.1324503311257
5349,Zande,Ntcheu,Central,2184.1324503311257
5350,Zidana,Ntcheu,Central,2184.1324503311257
5351,Zintambila,Ntcheu,Central,2184.1324503311257
5352,Zuze,Ntcheu,Central,2184.1324503311257
5353,Biwi,Ntchisi,Central,1843.4244186046512
5354,Buphula,Ntchisi,Central,1843.4244186046512
5355,Bwanamali,Ntchisi,Central,1843.4244186046512
5356,Chabuka,Ntchisi,Central,1843.4244186046512
5357,Chabwera,Ntchisi,Central,1843.4244186046512
5358,Chagalawanda,Ntchisi,Central,1843.4244186046512
5359,Chamayele,Ntchisi,Central,1843.4244186046512
5360,Champhula,Ntchisi,Central,1843.4244186046512
5361,Chanda,Ntchisi,Central,1843.4244186046512
5362,Chaola,Ntchisi,Central,1843.4244186046512
5363,Chapota,Ntchisi,Central,1843.4244186046512
5364,Chaseta,Ntchisi,Central,1843.4244186046512
5365,Chathamthumba,Ntchisi,Central,1843.4244186046512
5366,Chaunga,Ntchisi,Central,1843.4244186046512
5367,Chazim'bobo,Ntchisi,Central,1843.4244186046512
5368,Chidzaye,Ntchisi,Central,1843.4244186046512
5369,Chifwelekete,Ntchisi,Central,1843.4244186046512
5370,Chikampha,Ntchisi,Central,1843.4244186046512
5371,Chikho,Ntchisi,Central,1843.4244186046512
5372,Chikhungwa,Ntchisi,Central,1843.4244186046512
5373,Chikhwakhwa,Ntchisi,Central,1843.4244186046512
5374,Chikusa,Ntchisi,Central,1843.4244186046512
5375,Chikwawe,Ntchisi,Central,1843.4244186046512
5376,Chilasa,Ntchisi,Central,1843.4244186046512
5377,Chilooko,Ntchisi,Central,1843.4244186046512
5378,Chimaimba,Ntchisi,Central,1843.4244186046512
5379,Chimbalanga,Ntchisi,Central,1843.4244186046512
5380,Chimbindu,Ntchisi,Central,1843.4244186046512
5381,Chimwala,Ntchisi,Central,1843.4244186046512
5382,Ching'amba,Ntchisi,Central,1843.4244186046512
5383,Ching'ombe,Ntchisi,Central,1843.4244186046512
5384,Chinguwo,Ntchisi,Central,1843.4244186046512
5385,Chinkhala,Ntchisi,Central,1843.4244186046512
5386,Chinkhande,Ntchisi,Central,1843.4244186046512
5387,Chipalapala,Ntchisi,Central,1843.4244186046512
5388,Chipolokazi,Ntchisi,Central,1843.4244186046512
5389,Chipondo,Ntchisi,Central,1843.4244186046512
5390,Chiporwa,Ntchisi,Central,1843.4244186046512
5391,Chisemphele,Ntchisi,Central,1843.4244186046512
5392,Chisula,Ntchisi,Central,1843.4244186046512
5393,Chithambwe,Ntchisi,Central,1843.4244186046512
5394,Chitumbanya,Ntchisi,Central,1843.4244186046512
5395,Chitumbiko,Ntchisi,Central,1843.4244186046512
5396,Chitumbikwa,Ntchisi,Central,1843.4244186046512
5397,Chiwaliwali,Ntchisi,Central,1843.4244186046512
5398,Chiwaula,Ntchisi,Central,1843.4244186046512
5399,Chizula,Ntchisi,Central,1843.4244186046512
5400,Cholamakanda,Ntchisi,Central,1843.4244186046512
5401,Chorwe,Ntchisi,Central,1843.4244186046512
5402,Dete,Ntchisi,Central,1843.4244186046512
5403,Fitizalimba,Ntchisi,Central,1843.4244186046512
5404,Funachina,Ntchisi,Central,1843.4244186046512
5405,Galumtsuke,Ntchisi,Central,1843.4244186046512
5406,Gamba,Ntchisi,Central,1843.4244186046512
5407,Gwenembe,Ntchisi,Central,1843.4244186046512
5408,Inje,Ntchisi,Central,1843.4244186046512
5409,Jabesi,Ntchisi,Central,1843.4244186046512
