,Officer_Code,ApptType_Code,Facility_Type,FacilityType,Time,Officer
5050,L03,MRI,Rural_HealthCentre,Dispensary,0.0,Lab Assist
5051,E01,MRI,Rural_HealthCentre,Dispensary,0.0,DCSA
5052,D01,MRI,Rural_HealthCentre,Dispensary,0.0,Dental Officer
5053,D02,MRI,Rural_HealthCentre,Dispensary,0.0,Dental Therapist
5054,D03,MRI,Rural_HealthCentre,Dispensary,0.0,Dental Assistant
5055,C01,MRI,Rural_HealthCentre,Dispensary,0.0,Mental Health Staff
5056,T01,MRI,Rural_HealthCentre,Dispensary,0.0,Nutrition Staff
5057,R01,MRI,Rural_HealthCentre,Dispensary,0.0,Radiographer
5058,R02,MRI,Rural_HealthCentre,Dispensary,0.0,Radiography Technician
5059,R03,MRI,Rural_HealthCentre,Dispensary,0.0,Sonographer
5060,R04,MRI,Rural_HealthCentre,Dispensary,0.0,Radiotherapy Technician
5061,M01,Tomography,Rural_HealthCentre,Dispensary,0.0,Medical officer
5062,M02,Tomography,Rural_HealthCentre,Dispensary,0.0,Clinical Officer
5063,N01,Tomography,Rural_HealthCentre,Dispensary,0.0,Nurse Officer
5064,N02,Tomography,Rural_HealthCentre,Dispensary,0.0,Md Wife Tech
5065,M03,Tomography,Rural_HealthCentre,Dispensary,0.0,Med. Assistant
5066,P01,Tomography,Rural_HealthCentre,Dispensary,0.0,Pharmacist
5067,P02,Tomography,Rural_HealthCentre,Dispensary,0.0,Pharm Technician
5068,P03,Tomography,Rural_HealthCentre,Dispensary,0.0,Pharm Assist
5069,L01,Tomography,Rural_HealthCentre,Dispensary,0.0,Lab Officer
5070,L02,Tomography,Rural_HealthCentre,Dispensary,0.0,Lab Technocian
5071,L03,Tomography,Rural_HealthCentre,Dispensary,0.0,Lab Assist
5072,E01,Tomography,Rural_HealthCentre,Dispensary,0.0,DCSA
5073,D01,Tomography,Rural_HealthCentre,Dispensary,0.0,Dental Officer
5074,D02,Tomography,Rural_HealthCentre,Dispensary,0.0,Dental Therapist
5075,D03,Tomography,Rural_HealthCentre,Dispensary,0.0,Dental Assistant
5076,C01,Tomography,Rural_HealthCentre,Dispensary,0.0,Mental Health Staff
5077,T01,Tomography,Rural_HealthCentre,Dispensary,0.0,Nutrition Staff
5078,R01,Tomography,Rural_HealthCentre,Dispensary,0.0,Radiographer
5079,R02,Tomography,Rural_HealthCentre,Dispensary,0.0,Radiography Technician
5080,R03,Tomography,Rural_HealthCentre,Dispensary,0.0,Sonographer
5081,R04,Tomography,Rural_HealthCentre,Dispensary,0.0,Radiotherapy Technician
5082,M01,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Medical officer
5083,M02,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Clinical Officer
5084,N01,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Nurse Officer
5085,N02,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Md Wife Tech
5086,M03,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Med. Assistant
5087,P01,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Pharmacist
5088,P02,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Pharm Technician
5089,P03,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Pharm Assist
5090,L01,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Lab Officer
5091,L02,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Lab Technocian
5092,L03,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Lab Assist
5093,E01,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,DCSA
5094,D01,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Dental Officer
5095,D02,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Dental Therapist
5096,D03,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Dental Assistant
5097,C01,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Mental Health Staff
5098,T01,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Nutrition Staff
5099,R01,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Radiographer
5100,R02,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Radiography Technician
5101,R03,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Sonographer
5102,R04,Radiotherapy,Rural_HealthCentre,Dispensary,0.0,Radiotherapy Technician
5103,M01,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Medical officer
5104,M02,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Clinical Officer
5105,N01,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Nurse Officer
5106,N02,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Md Wife Tech
5107,M03,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Med. Assistant
5108,P01,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Pharmacist
5109,P02,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Pharm Technician
5110,P03,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Pharm Assist
5111,L01,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Lab Officer
5112,L02,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Lab Technocian
5113,L03,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Lab Assist
5114,E01,DiagRadio,Rural_HealthCentre,Dispensary,0.0,DCSA
5115,D01,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Dental Officer
5116,D02,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Dental Therapist
5117,D03,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Dental Assistant
5118,C01,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Mental Health Staff
5119,T01,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Nutrition Staff
5120,R01,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Radiographer
5121,R02,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Radiography Technician
5122,R03,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Sonographer
5123,R04,DiagRadio,Rural_HealthCentre,Dispensary,0.0,Radiotherapy Technician
5124,M01,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Medical officer
5125,M02,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Clinical Officer
5126,N01,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Nurse Officer
5127,N02,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Md Wife Tech
5128,M03,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Med. Assistant
5129,P01,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Pharmacist
5130,P02,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Pharm Technician
5131,P03,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Pharm Assist
5132,L01,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Lab Officer
5133,L02,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Lab Technocian
5134,L03,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Lab Assist
5135,E01,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,DCSA
5136,D01,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Dental Officer
5137,D02,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Dental Therapist
5138,D03,DentAccidEmerg,Rural_HealthCentre,Dispensary,30.0,Dental Assistant
5139,C01,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Mental Health Staff
5140,T01,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Nutrition Staff
5141,R01,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Radiographer
5142,R02,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Radiography Technician
5143,R03,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Sonographer
5144,R04,DentAccidEmerg,Rural_HealthCentre,Dispensary,0.0,Radiotherapy Technician
5145,M01,DentSurg,Rural_HealthCentre,Dispensary,0.0,Medical officer
5146,M02,DentSurg,Rural_HealthCentre,Dispensary,0.0,Clinical Officer
5147,N01,DentSurg,Rural_HealthCentre,Dispensary,0.0,Nurse Officer
5148,N02,DentSurg,Rural_HealthCentre,Dispensary,0.0,Md Wife Tech
5149,M03,DentSurg,Rural_HealthCentre,Dispensary,0.0,Med. Assistant
5150,P01,DentSurg,Rural_HealthCentre,Dispensary,0.0,Pharmacist
5151,P02,DentSurg,Rural_HealthCentre,Dispensary,0.0,Pharm Technician
5152,P03,DentSurg,Rural_HealthCentre,Dispensary,0.0,Pharm Assist
5153,L01,DentSurg,Rural_HealthCentre,Dispensary,0.0,Lab Officer
5154,L02,DentSurg,Rural_HealthCentre,Dispensary,0.0,Lab Technocian
5155,L03,DentSurg,Rural_HealthCentre,Dispensary,0.0,Lab Assist
5156,E01,DentSurg,Rural_HealthCentre,Dispensary,0.0,DCSA
5157,D01,DentSurg,Rural_HealthCentre,Dispensary,0.0,Dental Officer
5158,D02,DentSurg,Rural_HealthCentre,Dispensary,0.0,Dental Therapist
5159,D03,DentSurg,Rural_HealthCentre,Dispensary,0.0,Dental Assistant
5160,C01,DentSurg,Rural_HealthCentre,Dispensary,0.0,Mental Health Staff
5161,T01,DentSurg,Rural_HealthCentre,Dispensary,0.0,Nutrition Staff
5162,R01,DentSurg,Rural_HealthCentre,Dispensary,0.0,Radiographer
5163,R02,DentSurg,Rural_HealthCentre,Dispensary,0.0,Radiography Technician
5164,R03,DentSurg,Rural_HealthCentre,Dispensary,0.0,Sonographer
5165,R04,DentSurg,Rural_HealthCentre,Dispensary,0.0,Radiotherapy Technician
5166,M01,DentalU5,Rural_HealthCentre,Dispensary,0.0,Medical officer
5167,M02,DentalU5,Rural_HealthCentre,Dispensary,0.0,Clinical Officer
5168,N01,DentalU5,Rural_HealthCentre,Dispensary,0.0,Nurse Officer
5169,N02,DentalU5,Rural_HealthCentre,Dispensary,0.0,Md Wife Tech
5170,M03,DentalU5,Rural_HealthCentre,Dispensary,0.0,Med. Assistant
5171,P01,DentalU5,Rural_HealthCentre,Dispensary,0.0,Pharmacist
5172,P02,DentalU5,Rural_HealthCentre,Dispensary,0.0,Pharm Technician
5173,P03,DentalU5,Rural_HealthCentre,Dispensary,0.0,Pharm Assist
5174,L01,DentalU5,Rural_HealthCentre,Dispensary,0.0,Lab Officer
5175,L02,DentalU5,Rural_HealthCentre,Dispensary,0.0,Lab Technocian
5176,L03,DentalU5,Rural_HealthCentre,Dispensary,0.0,Lab Assist
5177,E01,DentalU5,Rural_HealthCentre,Dispensary,0.0,DCSA
5178,D01,DentalU5,Rural_HealthCentre,Dispensary,0.0,Dental Officer
5179,D02,DentalU5,Rural_HealthCentre,Dispensary,12.0,Dental Therapist
5180,D03,DentalU5,Rural_HealthCentre,Dispensary,40.0,Dental Assistant
5181,C01,DentalU5,Rural_HealthCentre,Dispensary,0.0,Mental Health Staff
5182,T01,DentalU5,Rural_HealthCentre,Dispensary,0.0,Nutrition Staff
5183,R01,DentalU5,Rural_HealthCentre,Dispensary,0.0,Radiographer
5184,R02,DentalU5,Rural_HealthCentre,Dispensary,0.0,Radiography Technician
5185,R03,DentalU5,Rural_HealthCentre,Dispensary,0.0,Sonographer
5186,R04,DentalU5,Rural_HealthCentre,Dispensary,0.0,Radiotherapy Technician
5187,M01,DentalO5,Rural_HealthCentre,Dispensary,0.0,Medical officer
5188,M02,DentalO5,Rural_HealthCentre,Dispensary,0.0,Clinical Officer
5189,N01,DentalO5,Rural_HealthCentre,Dispensary,0.0,Nurse Officer
5190,N02,DentalO5,Rural_HealthCentre,Dispensary,0.0,Md Wife Tech
5191,M03,DentalO5,Rural_HealthCentre,Dispensary,0.0,Med. Assistant
5192,P01,DentalO5,Rural_HealthCentre,Dispensary,0.0,Pharmacist
5193,P02,DentalO5,Rural_HealthCentre,Dispensary,0.0,Pharm Technician
5194,P03,DentalO5,Rural_HealthCentre,Dispensary,0.0,Pharm Assist
5195,L01,DentalO5,Rural_HealthCentre,Dispensary,0.0,Lab Officer
5196,L02,DentalO5,Rural_HealthCentre,Dispensary,0.0,Lab Technocian
5197,L03,DentalO5,Rural_HealthCentre,Dispensary,0.0,Lab Assist
5198,E01,DentalO5,Rural_HealthCentre,Dispensary,0.0,DCSA
5199,D01,DentalO5,Rural_HealthCentre,Dispensary,0.0,Dental Officer
5200,D02,DentalO5,Rural_HealthCentre,Dispensary,9.0,Dental Therapist
5201,D03,DentalO5,Rural_HealthCentre,Dispensary,30.0,Dental Assistant
5202,C01,DentalO5,Rural_HealthCentre,Dispensary,0.0,Mental Health Staff
5203,T01,DentalO5,Rural_HealthCentre,Dispensary,0.0,Nutrition Staff
5204,R01,DentalO5,Rural_HealthCentre,Dispensary,0.0,Radiographer
5205,R02,DentalO5,Rural_HealthCentre,Dispensary,0.0,Radiography Technician
5206,R03,DentalO5,Rural_HealthCentre,Dispensary,0.0,Sonographer
5207,R04,DentalO5,Rural_HealthCentre,Dispensary,0.0,Radiotherapy Technician
5208,M01,MentOPD,Rural_HealthCentre,Dispensary,0.0,Medical officer
5209,M02,MentOPD,Rural_HealthCentre,Dispensary,0.0,Clinical Officer
5210,N01,MentOPD,Rural_HealthCentre,Dispensary,0.0,Nurse Officer
5211,N02,MentOPD,Rural_HealthCentre,Dispensary,0.0,Md Wife Tech
5212,M03,MentOPD,Rural_HealthCentre,Dispensary,0.0,Med. Assistant
5213,P01,MentOPD,Rural_HealthCentre,Dispensary,0.0,Pharmacist
5214,P02,MentOPD,Rural_HealthCentre,Dispensary,0.0,Pharm Technician
5215,P03,MentOPD,Rural_HealthCentre,Dispensary,0.0,Pharm Assist
5216,L01,MentOPD,Rural_HealthCentre,Dispensary,0.0,Lab Officer
5217,L02,MentOPD,Rural_HealthCentre,Dispensary,0.0,Lab Technocian
5218,L03,MentOPD,Rural_HealthCentre,Dispensary,0.0,Lab Assist
5219,E01,MentOPD,Rural_HealthCentre,Dispensary,0.0,DCSA
5220,D01,MentOPD,Rural_HealthCentre,Dispensary,0.0,Dental Officer
5221,D02,MentOPD,Rural_HealthCentre,Dispensary,0.0,Dental Therapist
5222,D03,MentOPD,Rural_HealthCentre,Dispensary,0.0,Dental Assistant
5223,C01,MentOPD,Rural_HealthCentre,Dispensary,0.0,Mental Health Staff
5224,T01,MentOPD,Rural_HealthCentre,Dispensary,0.0,Nutrition Staff
5225,R01,MentOPD,Rural_HealthCentre,Dispensary,0.0,Radiographer
5226,R02,MentOPD,Rural_HealthCentre,Dispensary,0.0,Radiography Technician
5227,R03,MentOPD,Rural_HealthCentre,Dispensary,0.0,Sonographer
5228,R04,MentOPD,Rural_HealthCentre,Dispensary,0.0,Radiotherapy Technician
5229,M01,MentClinic,Rural_HealthCentre,Dispensary,0.0,Medical officer
5230,M02,MentClinic,Rural_HealthCentre,Dispensary,0.0,Clinical Officer
5231,N01,MentClinic,Rural_HealthCentre,Dispensary,0.0,Nurse Officer
5232,N02,MentClinic,Rural_HealthCentre,Dispensary,0.0,Md Wife Tech
5233,M03,MentClinic,Rural_HealthCentre,Dispensary,0.0,Med. Assistant
5234,P01,MentClinic,Rural_HealthCentre,Dispensary,0.0,Pharmacist
5235,P02,MentClinic,Rural_HealthCentre,Dispensary,0.0,Pharm Technician
5236,P03,MentClinic,Rural_HealthCentre,Dispensary,0.0,Pharm Assist
5237,L01,MentClinic,Rural_HealthCentre,Dispensary,0.0,Lab Officer
5238,L02,MentClinic,Rural_HealthCentre,Dispensary,0.0,Lab Technocian
5239,L03,MentClinic,Rural_HealthCentre,Dispensary,0.0,Lab Assist
5240,E01,MentClinic,Rural_HealthCentre,Dispensary,0.0,DCSA
5241,D01,MentClinic,Rural_HealthCentre,Dispensary,0.0,Dental Officer
5242,D02,MentClinic,Rural_HealthCentre,Dispensary,0.0,Dental Therapist
5243,D03,MentClinic,Rural_HealthCentre,Dispensary,0.0,Dental Assistant
5244,C01,MentClinic,Rural_HealthCentre,Dispensary,0.0,Mental Health Staff
5245,T01,MentClinic,Rural_HealthCentre,Dispensary,0.0,Nutrition Staff
5246,R01,MentClinic,Rural_HealthCentre,Dispensary,0.0,Radiographer
5247,R02,MentClinic,Rural_HealthCentre,Dispensary,0.0,Radiography Technician
5248,R03,MentClinic,Rural_HealthCentre,Dispensary,0.0,Sonographer
5249,R04,MentClinic,Rural_HealthCentre,Dispensary,0.0,Radiotherapy Technician
5250,M01,InpatientDays,HealthPost,Dispensary,0.0,Medical officer
5251,M02,InpatientDays,HealthPost,Dispensary,0.0,Clinical Officer
5252,N01,InpatientDays,HealthPost,Dispensary,0.0,Nurse Officer
5253,N02,InpatientDays,HealthPost,Dispensary,0.0,Md Wife Tech
5254,M03,InpatientDays,HealthPost,Dispensary,0.0,Med. Assistant
5255,P01,InpatientDays,HealthPost,Dispensary,0.0,Pharmacist
5256,P02,InpatientDays,HealthPost,Dispensary,0.0,Pharm Technician
5257,P03,InpatientDays,HealthPost,Dispensary,0.0,Pharm Assist
5258,L01,InpatientDays,HealthPost,Dispensary,0.0,Lab Officer
5259,L02,InpatientDays,HealthPost,Dispensary,0.0,Lab Technocian
5260,L03,InpatientDays,HealthPost,Dispensary,0.0,Lab Assist
5261,E01,InpatientDays,HealthPost,Dispensary,0.0,DCSA
5262,D01,InpatientDays,HealthPost,Dispensary,0.0,Dental Officer
5263,D02,InpatientDays,HealthPost,Dispensary,0.0,Dental Therapist
5264,D03,InpatientDays,HealthPost,Dispensary,0.0,Dental Assistant
5265,C01,InpatientDays,HealthPost,Dispensary,0.0,Mental Health Staff
5266,T01,InpatientDays,HealthPost,Dispensary,0.0,Nutrition Staff
5267,R01,InpatientDays,HealthPost,Dispensary,0.0,Radiographer
5268,R02,InpatientDays,HealthPost,Dispensary,0.0,Radiography Technician
5269,R03,InpatientDays,HealthPost,Dispensary,0.0,Sonographer
5270,R04,InpatientDays,HealthPost,Dispensary,0.0,Radiotherapy Technician
5271,M01,IPAdmission,HealthPost,Dispensary,0.0,Medical officer
5272,M02,IPAdmission,HealthPost,Dispensary,0.0,Clinical Officer
5273,N01,IPAdmission,HealthPost,Dispensary,0.0,Nurse Officer
5274,N02,IPAdmission,HealthPost,Dispensary,0.0,Md Wife Tech
5275,M03,IPAdmission,HealthPost,Dispensary,0.0,Med. Assistant
5276,P01,IPAdmission,HealthPost,Dispensary,0.0,Pharmacist
5277,P02,IPAdmission,HealthPost,Dispensary,0.0,Pharm Technician
5278,P03,IPAdmission,HealthPost,Dispensary,0.0,Pharm Assist
5279,L01,IPAdmission,HealthPost,Dispensary,0.0,Lab Officer
5280,L02,IPAdmission,HealthPost,Dispensary,0.0,Lab Technocian
5281,L03,IPAdmission,HealthPost,Dispensary,0.0,Lab Assist
5282,E01,IPAdmission,HealthPost,Dispensary,0.0,DCSA
5283,D01,IPAdmission,HealthPost,Dispensary,0.0,Dental Officer
5284,D02,IPAdmission,HealthPost,Dispensary,0.0,Dental Therapist
5285,D03,IPAdmission,HealthPost,Dispensary,0.0,Dental Assistant
5286,C01,IPAdmission,HealthPost,Dispensary,0.0,Mental Health Staff
5287,T01,IPAdmission,HealthPost,Dispensary,0.0,Nutrition Staff
5288,R01,IPAdmission,HealthPost,Dispensary,0.0,Radiographer
5289,R02,IPAdmission,HealthPost,Dispensary,0.0,Radiography Technician
5290,R03,IPAdmission,HealthPost,Dispensary,0.0,Sonographer
5291,R04,IPAdmission,HealthPost,Dispensary,0.0,Radiotherapy Technician
5292,M01,Under5OPD,HealthPost,Dispensary,0.0,Medical officer
5293,M02,Under5OPD,HealthPost,Dispensary,0.0,Clinical Officer
5294,N01,Under5OPD,HealthPost,Dispensary,0.0,Nurse Officer
5295,N02,Under5OPD,HealthPost,Dispensary,0.0,Md Wife Tech
5296,M03,Under5OPD,HealthPost,Dispensary,0.0,Med. Assistant
5297,P01,Under5OPD,HealthPost,Dispensary,0.0,Pharmacist
5298,P02,Under5OPD,HealthPost,Dispensary,0.0,Pharm Technician
5299,P03,Under5OPD,HealthPost,Dispensary,0.0,Pharm Assist
5300,L01,Under5OPD,HealthPost,Dispensary,0.0,Lab Officer
5301,L02,Under5OPD,HealthPost,Dispensary,0.0,Lab Technocian
5302,L03,Under5OPD,HealthPost,Dispensary,0.0,Lab Assist
5303,E01,Under5OPD,HealthPost,Dispensary,0.0,DCSA
5304,D01,Under5OPD,HealthPost,Dispensary,0.0,Dental Officer
5305,D02,Under5OPD,HealthPost,Dispensary,0.0,Dental Therapist
5306,D03,Under5OPD,HealthPost,Dispensary,0.0,Dental Assistant
5307,C01,Under5OPD,HealthPost,Dispensary,0.0,Mental Health Staff
5308,T01,Under5OPD,HealthPost,Dispensary,0.0,Nutrition Staff
5309,R01,Under5OPD,HealthPost,Dispensary,0.0,Radiographer
5310,R02,Under5OPD,HealthPost,Dispensary,0.0,Radiography Technician
5311,R03,Under5OPD,HealthPost,Dispensary,0.0,Sonographer
5312,R04,Under5OPD,HealthPost,Dispensary,0.0,Radiotherapy Technician
5313,M01,Over5OPD,HealthPost,Dispensary,0.0,Medical officer
5314,M02,Over5OPD,HealthPost,Dispensary,0.0,Clinical Officer
5315,N01,Over5OPD,HealthPost,Dispensary,0.0,Nurse Officer
5316,N02,Over5OPD,HealthPost,Dispensary,0.0,Md Wife Tech
5317,M03,Over5OPD,HealthPost,Dispensary,0.0,Med. Assistant
5318,P01,Over5OPD,HealthPost,Dispensary,0.0,Pharmacist
5319,P02,Over5OPD,HealthPost,Dispensary,0.0,Pharm Technician
5320,P03,Over5OPD,HealthPost,Dispensary,0.0,Pharm Assist
5321,L01,Over5OPD,HealthPost,Dispensary,0.0,Lab Officer
5322,L02,Over5OPD,HealthPost,Dispensary,0.0,Lab Technocian
5323,L03,Over5OPD,HealthPost,Dispensary,0.0,Lab Assist
5324,E01,Over5OPD,HealthPost,Dispensary,0.0,DCSA
5325,D01,Over5OPD,HealthPost,Dispensary,0.0,Dental Officer
5326,D02,Over5OPD,HealthPost,Dispensary,0.0,Dental Therapist
5327,D03,Over5OPD,HealthPost,Dispensary,0.0,Dental Assistant
5328,C01,Over5OPD,HealthPost,Dispensary,0.0,Mental Health Staff
5329,T01,Over5OPD,HealthPost,Dispensary,0.0,Nutrition Staff
5330,R01,Over5OPD,HealthPost,Dispensary,0.0,Radiographer
5331,R02,Over5OPD,HealthPost,Dispensary,0.0,Radiography Technician
5332,R03,Over5OPD,HealthPost,Dispensary,0.0,Sonographer
5333,R04,Over5OPD,HealthPost,Dispensary,0.0,Radiotherapy Technician
5334,M01,NormalDelivery,HealthPost,Dispensary,0.0,Medical officer
5335,M02,NormalDelivery,HealthPost,Dispensary,0.0,Clinical Officer
5336,N01,NormalDelivery,HealthPost,Dispensary,0.0,Nurse Officer
5337,N02,NormalDelivery,HealthPost,Dispensary,0.0,Md Wife Tech
5338,M03,NormalDelivery,HealthPost,Dispensary,0.0,Med. Assistant
5339,P01,NormalDelivery,HealthPost,Dispensary,0.0,Pharmacist
5340,P02,NormalDelivery,HealthPost,Dispensary,0.0,Pharm Technician
5341,P03,NormalDelivery,HealthPost,Dispensary,0.0,Pharm Assist
5342,L01,NormalDelivery,HealthPost,Dispensary,0.0,Lab Officer
5343,L02,NormalDelivery,HealthPost,Dispensary,0.0,Lab Technocian
5344,L03,NormalDelivery,HealthPost,Dispensary,0.0,Lab Assist
5345,E01,NormalDelivery,HealthPost,Dispensary,0.0,DCSA
5346,D01,NormalDelivery,HealthPost,Dispensary,0.0,Dental Officer
5347,D02,NormalDelivery,HealthPost,Dispensary,0.0,Dental Therapist
5348,D03,NormalDelivery,HealthPost,Dispensary,0.0,Dental Assistant
5349,C01,NormalDelivery,HealthPost,Dispensary,0.0,Mental Health Staff
5350,T01,NormalDelivery,HealthPost,Dispensary,0.0,Nutrition Staff
5351,R01,NormalDelivery,HealthPost,Dispensary,0.0,Radiographer
5352,R02,NormalDelivery,HealthPost,Dispensary,0.0,Radiography Technician
5353,R03,NormalDelivery,HealthPost,Dispensary,0.0,Sonographer
5354,R04,NormalDelivery,HealthPost,Dispensary,0.0,Radiotherapy Technician
5355,M01,CompDelivery,HealthPost,Dispensary,0.0,Medical officer
5356,M02,CompDelivery,HealthPost,Dispensary,0.0,Clinical Officer
5357,N01,CompDelivery,HealthPost,Dispensary,0.0,Nurse Officer
5358,N02,CompDelivery,HealthPost,Dispensary,0.0,Md Wife Tech
5359,M03,CompDelivery,HealthPost,Dispensary,0.0,Med. Assistant
5360,P01,CompDelivery,HealthPost,Dispensary,0.0,Pharmacist
5361,P02,CompDelivery,HealthPost,Dispensary,0.0,Pharm Technician
5362,P03,CompDelivery,HealthPost,Dispensary,0.0,Pharm Assist
5363,L01,CompDelivery,HealthPost,Dispensary,0.0,Lab Officer
5364,L02,CompDelivery,HealthPost,Dispensary,0.0,Lab Technocian
5365,L03,CompDelivery,HealthPost,Dispensary,0.0,Lab Assist
5366,E01,CompDelivery,HealthPost,Dispensary,0.0,DCSA
5367,D01,CompDelivery,HealthPost,Dispensary,0.0,Dental Officer
5368,D02,CompDelivery,HealthPost,Dispensary,0.0,Dental Therapist
5369,D03,CompDelivery,HealthPost,Dispensary,0.0,Dental Assistant
5370,C01,CompDelivery,HealthPost,Dispensary,0.0,Mental Health Staff
5371,T01,CompDelivery,HealthPost,Dispensary,0.0,Nutrition Staff
5372,R01,CompDelivery,HealthPost,Dispensary,0.0,Radiographer
5373,R02,CompDelivery,HealthPost,Dispensary,0.0,Radiography Technician
5374,R03,CompDelivery,HealthPost,Dispensary,0.0,Sonographer
5375,R04,CompDelivery,HealthPost,Dispensary,0.0,Radiotherapy Technician
5376,M01,Csection,HealthPost,Dispensary,0.0,Medical officer
5377,M02,Csection,HealthPost,Dispensary,0.0,Clinical Officer
5378,N01,Csection,HealthPost,Dispensary,0.0,Nurse Officer
5379,N02,Csection,HealthPost,Dispensary,0.0,Md Wife Tech
5380,M03,Csection,HealthPost,Dispensary,0.0,Med. Assistant
5381,P01,Csection,HealthPost,Dispensary,0.0,Pharmacist
5382,P02,Csection,HealthPost,Dispensary,0.0,Pharm Technician
5383,P03,Csection,HealthPost,Dispensary,0.0,Pharm Assist
5384,L01,Csection,HealthPost,Dispensary,0.0,Lab Officer
5385,L02,Csection,HealthPost,Dispensary,0.0,Lab Technocian
5386,L03,Csection,HealthPost,Dispensary,0.0,Lab Assist
5387,E01,Csection,HealthPost,Dispensary,0.0,DCSA
5388,D01,Csection,HealthPost,Dispensary,0.0,Dental Officer
5389,D02,Csection,HealthPost,Dispensary,0.0,Dental Therapist
5390,D03,Csection,HealthPost,Dispensary,0.0,Dental Assistant
5391,C01,Csection,HealthPost,Dispensary,0.0,Mental Health Staff
5392,T01,Csection,HealthPost,Dispensary,0.0,Nutrition Staff
5393,R01,Csection,HealthPost,Dispensary,0.0,Radiographer
5394,R02,Csection,HealthPost,Dispensary,0.0,Radiography Technician
5395,R03,Csection,HealthPost,Dispensary,0.0,Sonographer
5396,R04,Csection,HealthPost,Dispensary,0.0,Radiotherapy Technician
5397,M01,FamPlan,HealthPost,Dispensary,0.0,Medical officer
5398,M02,FamPlan,HealthPost,Dispensary,0.0,Clinical Officer
5399,N01,FamPlan,HealthPost,Dispensary,0.0,Nurse Officer
5400,N02,FamPlan,HealthPost,Dispensary,0.0,Md Wife Tech
5401,M03,FamPlan,HealthPost,Dispensary,0.0,Med. Assistant
5402,P01,FamPlan,HealthPost,Dispensary,0.0,Pharmacist
5403,P02,FamPlan,HealthPost,Dispensary,0.0,Pharm Technician
5404,P03,FamPlan,HealthPost,Dispensary,0.0,Pharm Assist
5405,L01,FamPlan,HealthPost,Dispensary,0.0,Lab Officer
5406,L02,FamPlan,HealthPost,Dispensary,0.0,Lab Technocian
