Staff,District,Officer,Staff_ID
23097,Zomba,Lab Technician,23097
23098,Zomba,Lab Technician,23098
23099,Lilongwe,Lab Technician,23099
23100,Lilongwe,Lab Technician,23100
23101,Lilongwe,Lab Technician,23101
23102,Lilongwe,Lab Technician,23102
23103,Lilongwe,Lab Technician,23103
23104,Lilongwe,Lab Technician,23104
23105,Lilongwe,Lab Technician,23105
23106,Lilongwe,Lab Technician,23106
23107,Lilongwe,Lab Technician,23107
23108,Lilongwe,Lab Technician,23108
23109,Lilongwe,Lab Technician,23109
23110,Lilongwe,Lab Technician,23110
23111,Lilongwe,Lab Technician,23111
23112,Lilongwe,Lab Technician,23112
23113,Lilongwe,Lab Technician,23113
23114,Lilongwe,Lab Technician,23114
23115,Lilongwe,Lab Technician,23115
23116,Lilongwe,Lab Technician,23116
23117,Lilongwe,Lab Technician,23117
23118,Lilongwe,Lab Technician,23118
23119,Lilongwe,Lab Technician,23119
23120,Lilongwe,Lab Technician,23120
23121,Lilongwe,Lab Technician,23121
23122,Lilongwe,Lab Technician,23122
23123,Lilongwe,Lab Technician,23123
23124,Lilongwe,Lab Technician,23124
23125,Lilongwe,Lab Technician,23125
23126,Lilongwe,Lab Technician,23126
23127,Lilongwe,Lab Technician,23127
23128,Lilongwe,Lab Technician,23128
23129,Lilongwe,Lab Technician,23129
23130,Lilongwe,Lab Technician,23130
23131,Lilongwe,Lab Technician,23131
23132,Lilongwe,Lab Technician,23132
23133,Lilongwe,Lab Technician,23133
23134,Lilongwe,Lab Technician,23134
23135,Lilongwe,Lab Technician,23135
23136,Lilongwe,Lab Technician,23136
23137,Lilongwe,Lab Technician,23137
23138,Lilongwe,Lab Technician,23138
23139,Lilongwe,Lab Technician,23139
23140,Lilongwe,Lab Technician,23140
23141,Lilongwe,Lab Technician,23141
23142,Lilongwe,Lab Technician,23142
23143,Lilongwe,Lab Technician,23143
23144,Lilongwe,Lab Technician,23144
23145,Lilongwe,Lab Technician,23145
23146,Lilongwe,Lab Technician,23146
23147,Lilongwe,Lab Technician,23147
23148,Lilongwe,Lab Technician,23148
23149,Lilongwe,Lab Technician,23149
23150,Lilongwe,Lab Technician,23150
23151,Lilongwe,Lab Technician,23151
23152,Lilongwe,Lab Technician,23152
23153,Lilongwe,Lab Technician,23153
23154,Lilongwe,Lab Technician,23154
23155,Lilongwe,Lab Technician,23155
23156,Lilongwe,Lab Technician,23156
23157,Lilongwe,Lab Technician,23157
23158,Lilongwe,Lab Technician,23158
23159,Lilongwe,Lab Technician,23159
23160,Lilongwe,Lab Technician,23160
23161,Lilongwe,Lab Technician,23161
23162,Lilongwe,Lab Technician,23162
23163,Lilongwe,Lab Technician,23163
23164,Lilongwe,Lab Technician,23164
23165,Mzimba,Lab Technician,23165
23166,Mzimba,Lab Technician,23166
23167,Mzimba,Lab Technician,23167
23168,Mzimba,Lab Technician,23168
23169,Mzimba,Lab Technician,23169
23170,Mzimba,Lab Technician,23170
23171,Mzimba,Lab Technician,23171
23172,Mzimba,Lab Technician,23172
23173,Mzimba,Lab Technician,23173
23174,Blantyre,Lab Technician,23174
23175,Blantyre,Lab Technician,23175
23176,Blantyre,Lab Technician,23176
23177,Blantyre,Lab Technician,23177
23178,Blantyre,Lab Technician,23178
23179,Blantyre,Lab Technician,23179
23180,Blantyre,Lab Technician,23180
23181,Blantyre,Lab Technician,23181
23182,Blantyre,Lab Technician,23182
23183,Zomba,Lab Technician,23183
23184,Zomba,Lab Technician,23184
23185,Zomba,Lab Technician,23185
23186,Zomba,Lab Technician,23186
23187,Zomba,Lab Technician,23187
23188,Zomba,Lab Technician,23188
23189,Zomba,Lab Technician,23189
23190,Zomba,Lab Technician,23190
23191,Zomba,Lab Technician,23191
23192,Balaka,Lab Assistant,23192
23193,Balaka,Lab Assistant,23193
23194,Balaka,Lab Assistant,23194
23195,Balaka,Lab Assistant,23195
23196,Balaka,Lab Assistant,23196
23197,Balaka,Lab Assistant,23197
23198,Balaka,Lab Assistant,23198
23199,Balaka,Lab Assistant,23199
23200,Balaka,Lab Assistant,23200
23201,Balaka,Lab Assistant,23201
23202,Balaka,Lab Assistant,23202
23203,Balaka,Lab Assistant,23203
23204,Balaka,Lab Assistant,23204
23205,Balaka,Lab Assistant,23205
23206,Balaka,Lab Assistant,23206
23207,Balaka,Lab Assistant,23207
23208,Balaka,Lab Assistant,23208
23209,Blantyre,Lab Assistant,23209
23210,Blantyre,Lab Assistant,23210
23211,Blantyre,Lab Assistant,23211
23212,Blantyre,Lab Assistant,23212
23213,Blantyre,Lab Assistant,23213
23214,Blantyre,Lab Assistant,23214
23215,Blantyre,Lab Assistant,23215
23216,Blantyre,Lab Assistant,23216
23217,Blantyre,Lab Assistant,23217
23218,Blantyre,Lab Assistant,23218
23219,Blantyre,Lab Assistant,23219
23220,Blantyre,Lab Assistant,23220
23221,Blantyre,Lab Assistant,23221
23222,Blantyre,Lab Assistant,23222
23223,Blantyre,Lab Assistant,23223
23224,Blantyre,Lab Assistant,23224
23225,Blantyre,Lab Assistant,23225
23226,Blantyre,Lab Assistant,23226
23227,Blantyre,Lab Assistant,23227
23228,Blantyre,Lab Assistant,23228
23229,Blantyre,Lab Assistant,23229
23230,Blantyre,Lab Assistant,23230
23231,Blantyre,Lab Assistant,23231
23232,Blantyre,Lab Assistant,23232
23233,Blantyre,Lab Assistant,23233
23234,Blantyre,Lab Assistant,23234
23235,Blantyre,Lab Assistant,23235
23236,Blantyre,Lab Assistant,23236
23237,Blantyre,Lab Assistant,23237
23238,Chikwawa,Lab Assistant,23238
23239,Chikwawa,Lab Assistant,23239
23240,Chikwawa,Lab Assistant,23240
23241,Chikwawa,Lab Assistant,23241
23242,Chikwawa,Lab Assistant,23242
23243,Chikwawa,Lab Assistant,23243
23244,Chikwawa,Lab Assistant,23244
23245,Chikwawa,Lab Assistant,23245
23246,Chikwawa,Lab Assistant,23246
23247,Chikwawa,Lab Assistant,23247
23248,Chikwawa,Lab Assistant,23248
23249,Chikwawa,Lab Assistant,23249
23250,Chikwawa,Lab Assistant,23250
23251,Chikwawa,Lab Assistant,23251
23252,Chikwawa,Lab Assistant,23252
23253,Chikwawa,Lab Assistant,23253
23254,Chikwawa,Lab Assistant,23254
23255,Chikwawa,Lab Assistant,23255
23256,Chikwawa,Lab Assistant,23256
23257,Chiradzulu,Lab Assistant,23257
23258,Chiradzulu,Lab Assistant,23258
23259,Chiradzulu,Lab Assistant,23259
23260,Chiradzulu,Lab Assistant,23260
23261,Chiradzulu,Lab Assistant,23261
23262,Chiradzulu,Lab Assistant,23262
23263,Chiradzulu,Lab Assistant,23263
23264,Chiradzulu,Lab Assistant,23264
23265,Chiradzulu,Lab Assistant,23265
23266,Chiradzulu,Lab Assistant,23266
23267,Chiradzulu,Lab Assistant,23267
23268,Chiradzulu,Lab Assistant,23268
23269,Chiradzulu,Lab Assistant,23269
23270,Chiradzulu,Lab Assistant,23270
23271,Chiradzulu,Lab Assistant,23271
23272,Chitipa,Lab Assistant,23272
23273,Chitipa,Lab Assistant,23273
23274,Chitipa,Lab Assistant,23274
23275,Chitipa,Lab Assistant,23275
23276,Chitipa,Lab Assistant,23276
23277,Chitipa,Lab Assistant,23277
23278,Chitipa,Lab Assistant,23278
23279,Chitipa,Lab Assistant,23279
23280,Chitipa,Lab Assistant,23280
23281,Chitipa,Lab Assistant,23281
23282,Chitipa,Lab Assistant,23282
23283,Dedza,Lab Assistant,23283
23284,Dedza,Lab Assistant,23284
23285,Dedza,Lab Assistant,23285
23286,Dedza,Lab Assistant,23286
23287,Dedza,Lab Assistant,23287
23288,Dedza,Lab Assistant,23288
23289,Dedza,Lab Assistant,23289
23290,Dedza,Lab Assistant,23290
23291,Dedza,Lab Assistant,23291
23292,Dedza,Lab Assistant,23292
23293,Dedza,Lab Assistant,23293
23294,Dedza,Lab Assistant,23294
23295,Dedza,Lab Assistant,23295
23296,Dedza,Lab Assistant,23296
23297,Dedza,Lab Assistant,23297
23298,Dedza,Lab Assistant,23298
23299,Dedza,Lab Assistant,23299
23300,Dedza,Lab Assistant,23300
23301,Dedza,Lab Assistant,23301
23302,Dedza,Lab Assistant,23302
23303,Dedza,Lab Assistant,23303
23304,Dedza,Lab Assistant,23304
23305,Dedza,Lab Assistant,23305
23306,Dedza,Lab Assistant,23306
23307,Dedza,Lab Assistant,23307
23308,Dowa,Lab Assistant,23308
23309,Dowa,Lab Assistant,23309
23310,Dowa,Lab Assistant,23310
23311,Dowa,Lab Assistant,23311
23312,Dowa,Lab Assistant,23312
23313,Dowa,Lab Assistant,23313
23314,Dowa,Lab Assistant,23314
23315,Dowa,Lab Assistant,23315
23316,Dowa,Lab Assistant,23316
23317,Dowa,Lab Assistant,23317
23318,Dowa,Lab Assistant,23318
23319,Dowa,Lab Assistant,23319
23320,Dowa,Lab Assistant,23320
23321,Dowa,Lab Assistant,23321
23322,Dowa,Lab Assistant,23322
23323,Dowa,Lab Assistant,23323
23324,Dowa,Lab Assistant,23324
23325,Dowa,Lab Assistant,23325
23326,Dowa,Lab Assistant,23326
23327,Dowa,Lab Assistant,23327
23328,Dowa,Lab Assistant,23328
23329,Karonga,Lab Assistant,23329
23330,Karonga,Lab Assistant,23330
23331,Karonga,Lab Assistant,23331
23332,Karonga,Lab Assistant,23332
23333,Karonga,Lab Assistant,23333
23334,Karonga,Lab Assistant,23334
23335,Karonga,Lab Assistant,23335
23336,Karonga,Lab Assistant,23336
23337,Karonga,Lab Assistant,23337
23338,Karonga,Lab Assistant,23338
23339,Karonga,Lab Assistant,23339
23340,Karonga,Lab Assistant,23340
23341,Karonga,Lab Assistant,23341
23342,Karonga,Lab Assistant,23342
23343,Karonga,Lab Assistant,23343
23344,Karonga,Lab Assistant,23344
23345,Karonga,Lab Assistant,23345
23346,Karonga,Lab Assistant,23346
23347,Kasungu,Lab Assistant,23347
23348,Kasungu,Lab Assistant,23348
23349,Kasungu,Lab Assistant,23349
23350,Kasungu,Lab Assistant,23350
23351,Kasungu,Lab Assistant,23351
23352,Kasungu,Lab Assistant,23352
23353,Kasungu,Lab Assistant,23353
23354,Kasungu,Lab Assistant,23354
23355,Kasungu,Lab Assistant,23355
23356,Kasungu,Lab Assistant,23356
23357,Kasungu,Lab Assistant,23357
23358,Kasungu,Lab Assistant,23358
23359,Kasungu,Lab Assistant,23359
23360,Kasungu,Lab Assistant,23360
23361,Kasungu,Lab Assistant,23361
23362,Kasungu,Lab Assistant,23362
23363,Kasungu,Lab Assistant,23363
23364,Kasungu,Lab Assistant,23364
23365,Kasungu,Lab Assistant,23365
23366,Kasungu,Lab Assistant,23366
23367,Kasungu,Lab Assistant,23367
23368,Kasungu,Lab Assistant,23368
23369,Kasungu,Lab Assistant,23369
23370,Kasungu,Lab Assistant,23370
23371,Kasungu,Lab Assistant,23371
23372,Kasungu,Lab Assistant,23372
23373,Kasungu,Lab Assistant,23373
23374,Lilongwe,Lab Assistant,23374
23375,Lilongwe,Lab Assistant,23375
23376,Lilongwe,Lab Assistant,23376
23377,Lilongwe,Lab Assistant,23377
23378,Lilongwe,Lab Assistant,23378
23379,Lilongwe,Lab Assistant,23379
23380,Lilongwe,Lab Assistant,23380
23381,Lilongwe,Lab Assistant,23381
23382,Lilongwe,Lab Assistant,23382
23383,Lilongwe,Lab Assistant,23383
23384,Lilongwe,Lab Assistant,23384
23385,Lilongwe,Lab Assistant,23385
23386,Lilongwe,Lab Assistant,23386
23387,Lilongwe,Lab Assistant,23387
23388,Lilongwe,Lab Assistant,23388
23389,Lilongwe,Lab Assistant,23389
23390,Lilongwe,Lab Assistant,23390
23391,Lilongwe,Lab Assistant,23391
23392,Lilongwe,Lab Assistant,23392
23393,Lilongwe,Lab Assistant,23393
23394,Lilongwe,Lab Assistant,23394
23395,Lilongwe,Lab Assistant,23395
23396,Lilongwe,Lab Assistant,23396
23397,Lilongwe,Lab Assistant,23397
23398,Lilongwe,Lab Assistant,23398
23399,Lilongwe,Lab Assistant,23399
23400,Lilongwe,Lab Assistant,23400
23401,Lilongwe,Lab Assistant,23401
23402,Lilongwe,Lab Assistant,23402
23403,Lilongwe,Lab Assistant,23403
23404,Lilongwe,Lab Assistant,23404
23405,Lilongwe,Lab Assistant,23405
23406,Lilongwe,Lab Assistant,23406
23407,Lilongwe,Lab Assistant,23407
23408,Lilongwe,Lab Assistant,23408
23409,Lilongwe,Lab Assistant,23409
23410,Lilongwe,Lab Assistant,23410
23411,Lilongwe,Lab Assistant,23411
23412,Lilongwe,Lab Assistant,23412
23413,Lilongwe,Lab Assistant,23413
23414,Lilongwe,Lab Assistant,23414
23415,Lilongwe,Lab Assistant,23415
23416,Lilongwe,Lab Assistant,23416
23417,Lilongwe,Lab Assistant,23417
23418,Lilongwe,Lab Assistant,23418
23419,Lilongwe,Lab Assistant,23419
23420,Lilongwe,Lab Assistant,23420
23421,Lilongwe,Lab Assistant,23421
23422,Lilongwe,Lab Assistant,23422
23423,Lilongwe,Lab Assistant,23423
23424,Lilongwe,Lab Assistant,23424
23425,Lilongwe,Lab Assistant,23425
23426,Lilongwe,Lab Assistant,23426
23427,Lilongwe,Lab Assistant,23427
23428,Lilongwe,Lab Assistant,23428
23429,Lilongwe,Lab Assistant,23429
23430,Lilongwe,Lab Assistant,23430
23431,Lilongwe,Lab Assistant,23431
23432,Lilongwe,Lab Assistant,23432
23433,Machinga,Lab Assistant,23433
23434,Machinga,Lab Assistant,23434
23435,Machinga,Lab Assistant,23435
23436,Machinga,Lab Assistant,23436
23437,Machinga,Lab Assistant,23437
23438,Machinga,Lab Assistant,23438
23439,Machinga,Lab Assistant,23439
23440,Machinga,Lab Assistant,23440
23441,Machinga,Lab Assistant,23441
23442,Machinga,Lab Assistant,23442
23443,Machinga,Lab Assistant,23443
23444,Machinga,Lab Assistant,23444
23445,Machinga,Lab Assistant,23445
23446,Machinga,Lab Assistant,23446
23447,Machinga,Lab Assistant,23447
23448,Machinga,Lab Assistant,23448
23449,Machinga,Lab Assistant,23449
23450,Machinga,Lab Assistant,23450
23451,Machinga,Lab Assistant,23451
23452,Mangochi,Lab Assistant,23452
23453,Mangochi,Lab Assistant,23453
23454,Mangochi,Lab Assistant,23454
23455,Mangochi,Lab Assistant,23455
23456,Mangochi,Lab Assistant,23456
23457,Mangochi,Lab Assistant,23457
23458,Mangochi,Lab Assistant,23458
23459,Mangochi,Lab Assistant,23459
23460,Mangochi,Lab Assistant,23460
23461,Mangochi,Lab Assistant,23461
23462,Mangochi,Lab Assistant,23462
23463,Mangochi,Lab Assistant,23463
23464,Mangochi,Lab Assistant,23464
23465,Mangochi,Lab Assistant,23465
23466,Mangochi,Lab Assistant,23466
23467,Mangochi,Lab Assistant,23467
23468,Mangochi,Lab Assistant,23468
23469,Mangochi,Lab Assistant,23469
23470,Mangochi,Lab Assistant,23470
23471,Mangochi,Lab Assistant,23471
23472,Mangochi,Lab Assistant,23472
23473,Mangochi,Lab Assistant,23473
23474,Mangochi,Lab Assistant,23474
23475,Mangochi,Lab Assistant,23475
23476,Mangochi,Lab Assistant,23476
23477,Mangochi,Lab Assistant,23477
23478,Mangochi,Lab Assistant,23478
23479,Mangochi,Lab Assistant,23479
23480,Mangochi,Lab Assistant,23480
23481,Mangochi,Lab Assistant,23481
23482,Mangochi,Lab Assistant,23482
23483,Mangochi,Lab Assistant,23483
23484,Mangochi,Lab Assistant,23484
23485,Mangochi,Lab Assistant,23485
23486,Mangochi,Lab Assistant,23486
23487,Mchinji,Lab Assistant,23487
23488,Mchinji,Lab Assistant,23488
23489,Mchinji,Lab Assistant,23489
23490,Mchinji,Lab Assistant,23490
23491,Mchinji,Lab Assistant,23491
23492,Mchinji,Lab Assistant,23492
23493,Mchinji,Lab Assistant,23493
23494,Mchinji,Lab Assistant,23494
23495,Mchinji,Lab Assistant,23495
23496,Mchinji,Lab Assistant,23496
23497,Mchinji,Lab Assistant,23497
23498,Mchinji,Lab Assistant,23498
23499,Mchinji,Lab Assistant,23499
23500,Mchinji,Lab Assistant,23500
23501,Mchinji,Lab Assistant,23501
23502,Mchinji,Lab Assistant,23502
23503,Mchinji,Lab Assistant,23503
23504,Mchinji,Lab Assistant,23504
23505,Mulanje,Lab Assistant,23505
23506,Mulanje,Lab Assistant,23506
23507,Mulanje,Lab Assistant,23507
23508,Mulanje,Lab Assistant,23508
23509,Mulanje,Lab Assistant,23509
23510,Mulanje,Lab Assistant,23510
23511,Mulanje,Lab Assistant,23511
23512,Mulanje,Lab Assistant,23512
23513,Mulanje,Lab Assistant,23513
23514,Mulanje,Lab Assistant,23514
23515,Mulanje,Lab Assistant,23515
23516,Mulanje,Lab Assistant,23516
23517,Mulanje,Lab Assistant,23517
23518,Mulanje,Lab Assistant,23518
23519,Mulanje,Lab Assistant,23519
23520,Mulanje,Lab Assistant,23520
23521,Mulanje,Lab Assistant,23521
23522,Mulanje,Lab Assistant,23522
23523,Mulanje,Lab Assistant,23523
23524,Mulanje,Lab Assistant,23524
23525,Mulanje,Lab Assistant,23525
23526,Mulanje,Lab Assistant,23526
23527,Mwanza,Lab Assistant,23527
23528,Mwanza,Lab Assistant,23528
23529,Mwanza,Lab Assistant,23529
23530,Mwanza,Lab Assistant,23530
23531,Mwanza,Lab Assistant,23531
23532,Mzimba,Lab Assistant,23532
23533,Mzimba,Lab Assistant,23533
23534,Mzimba,Lab Assistant,23534
23535,Mzimba,Lab Assistant,23535
23536,Mzimba,Lab Assistant,23536
23537,Mzimba,Lab Assistant,23537
23538,Mzimba,Lab Assistant,23538
23539,Mzimba,Lab Assistant,23539
23540,Mzimba,Lab Assistant,23540
23541,Mzimba,Lab Assistant,23541
23542,Mzimba,Lab Assistant,23542
23543,Mzimba,Lab Assistant,23543
23544,Mzimba,Lab Assistant,23544
23545,Mzimba,Lab Assistant,23545
23546,Mzimba,Lab Assistant,23546
23547,Mzimba,Lab Assistant,23547
23548,Mzimba,Lab Assistant,23548
23549,Mzimba,Lab Assistant,23549
23550,Mzimba,Lab Assistant,23550
23551,Mzimba,Lab Assistant,23551
23552,Mzimba,Lab Assistant,23552
23553,Mzimba,Lab Assistant,23553
23554,Mzimba,Lab Assistant,23554
23555,Mzimba,Lab Assistant,23555
23556,Mzimba,Lab Assistant,23556
23557,Mzimba,Lab Assistant,23557
23558,Mzimba,Lab Assistant,23558
23559,Mzimba,Lab Assistant,23559
23560,Mzimba,Lab Assistant,23560
23561,Mzimba,Lab Assistant,23561
23562,Mzimba,Lab Assistant,23562
23563,Mzimba,Lab Assistant,23563
23564,Mzimba,Lab Assistant,23564
23565,Mzimba,Lab Assistant,23565
23566,Mzimba,Lab Assistant,23566
23567,Mzimba,Lab Assistant,23567
23568,Mzimba,Lab Assistant,23568
23569,Mzimba,Lab Assistant,23569
23570,Mzimba,Lab Assistant,23570
23571,Mzimba,Lab Assistant,23571
23572,Mzimba,Lab Assistant,23572
23573,Mzimba,Lab Assistant,23573
23574,Mzimba,Lab Assistant,23574
23575,Mzimba,Lab Assistant,23575
23576,Mzimba,Lab Assistant,23576
23577,Mzimba,Lab Assistant,23577
23578,Neno,Lab Assistant,23578
23579,Neno,Lab Assistant,23579
23580,Neno,Lab Assistant,23580
23581,Neno,Lab Assistant,23581
23582,Neno,Lab Assistant,23582
23583,Neno,Lab Assistant,23583
23584,Neno,Lab Assistant,23584
23585,Neno,Lab Assistant,23585
23586,Neno,Lab Assistant,23586
23587,Neno,Lab Assistant,23587
23588,Neno,Lab Assistant,23588
23589,Neno,Lab Assistant,23589
23590,Nkhata Bay,Lab Assistant,23590
23591,Nkhata Bay,Lab Assistant,23591
23592,Nkhata Bay,Lab Assistant,23592
23593,Nkhata Bay,Lab Assistant,23593
23594,Nkhata Bay,Lab Assistant,23594
23595,Nkhata Bay,Lab Assistant,23595
23596,Nkhata Bay,Lab Assistant,23596
23597,Nkhata Bay,Lab Assistant,23597
23598,Nkhata Bay,Lab Assistant,23598
23599,Nkhata Bay,Lab Assistant,23599
23600,Nkhata Bay,Lab Assistant,23600
23601,Nkhata Bay,Lab Assistant,23601
23602,Nkhata Bay,Lab Assistant,23602
23603,Nkhata Bay,Lab Assistant,23603
23604,Nkhata Bay,Lab Assistant,23604
23605,Nkhata Bay,Lab Assistant,23605
23606,Nkhata Bay,Lab Assistant,23606
23607,Nkhata Bay,Lab Assistant,23607
23608,Nkhata Bay,Lab Assistant,23608
23609,Nkhata Bay,Lab Assistant,23609
23610,Nkhata Bay,Lab Assistant,23610
23611,Nkhata Bay,Lab Assistant,23611
23612,Nkhata Bay,Lab Assistant,23612
23613,Nkhata Bay,Lab Assistant,23613
23614,Nkhata Bay,Lab Assistant,23614
23615,Nkhotakota,Lab Assistant,23615
23616,Nkhotakota,Lab Assistant,23616
23617,Nkhotakota,Lab Assistant,23617
23618,Nkhotakota,Lab Assistant,23618
23619,Nkhotakota,Lab Assistant,23619
23620,Nkhotakota,Lab Assistant,23620
23621,Nkhotakota,Lab Assistant,23621
23622,Nkhotakota,Lab Assistant,23622
23623,Nkhotakota,Lab Assistant,23623
23624,Nkhotakota,Lab Assistant,23624
23625,Nkhotakota,Lab Assistant,23625
23626,Nkhotakota,Lab Assistant,23626
23627,Nkhotakota,Lab Assistant,23627
23628,Nkhotakota,Lab Assistant,23628
23629,Nkhotakota,Lab Assistant,23629
23630,Nkhotakota,Lab Assistant,23630
23631,Nkhotakota,Lab Assistant,23631
23632,Nkhotakota,Lab Assistant,23632
23633,Nkhotakota,Lab Assistant,23633
23634,Nsanje,Lab Assistant,23634
23635,Nsanje,Lab Assistant,23635
23636,Nsanje,Lab Assistant,23636
23637,Nsanje,Lab Assistant,23637
23638,Nsanje,Lab Assistant,23638
23639,Nsanje,Lab Assistant,23639
23640,Nsanje,Lab Assistant,23640
23641,Nsanje,Lab Assistant,23641
23642,Nsanje,Lab Assistant,23642
23643,Nsanje,Lab Assistant,23643
23644,Nsanje,Lab Assistant,23644
23645,Nsanje,Lab Assistant,23645
23646,Nsanje,Lab Assistant,23646
23647,Nsanje,Lab Assistant,23647
23648,Nsanje,Lab Assistant,23648
23649,Nsanje,Lab Assistant,23649
23650,Ntcheu,Lab Assistant,23650
23651,Ntcheu,Lab Assistant,23651
23652,Ntcheu,Lab Assistant,23652
23653,Ntcheu,Lab Assistant,23653
23654,Ntcheu,Lab Assistant,23654
23655,Ntcheu,Lab Assistant,23655
23656,Ntcheu,Lab Assistant,23656
23657,Ntcheu,Lab Assistant,23657
23658,Ntcheu,Lab Assistant,23658
23659,Ntcheu,Lab Assistant,23659
23660,Ntcheu,Lab Assistant,23660
23661,Ntcheu,Lab Assistant,23661
23662,Ntcheu,Lab Assistant,23662
23663,Ntcheu,Lab Assistant,23663
23664,Ntcheu,Lab Assistant,23664
23665,Ntcheu,Lab Assistant,23665
23666,Ntcheu,Lab Assistant,23666
23667,Ntcheu,Lab Assistant,23667
23668,Ntcheu,Lab Assistant,23668
23669,Ntcheu,Lab Assistant,23669
23670,Ntcheu,Lab Assistant,23670
23671,Ntcheu,Lab Assistant,23671
23672,Ntcheu,Lab Assistant,23672
23673,Ntcheu,Lab Assistant,23673
23674,Ntcheu,Lab Assistant,23674
23675,Ntcheu,Lab Assistant,23675
23676,Ntcheu,Lab Assistant,23676
23677,Ntcheu,Lab Assistant,23677
23678,Ntcheu,Lab Assistant,23678
23679,Ntcheu,Lab Assistant,23679
23680,Ntcheu,Lab Assistant,23680
23681,Ntchisi,Lab Assistant,23681
23682,Ntchisi,Lab Assistant,23682
23683,Ntchisi,Lab Assistant,23683
23684,Ntchisi,Lab Assistant,23684
23685,Ntchisi,Lab Assistant,23685
23686,Ntchisi,Lab Assistant,23686
23687,Ntchisi,Lab Assistant,23687
23688,Ntchisi,Lab Assistant,23688
23689,Ntchisi,Lab Assistant,23689
23690,Ntchisi,Lab Assistant,23690
23691,Ntchisi,Lab Assistant,23691
23692,Ntchisi,Lab Assistant,23692
23693,Ntchisi,Lab Assistant,23693
23694,Ntchisi,Lab Assistant,23694
23695,Phalombe,Lab Assistant,23695
23696,Phalombe,Lab Assistant,23696
23697,Phalombe,Lab Assistant,23697
23698,Phalombe,Lab Assistant,23698
23699,Phalombe,Lab Assistant,23699
23700,Phalombe,Lab Assistant,23700
23701,Phalombe,Lab Assistant,23701
23702,Phalombe,Lab Assistant,23702
23703,Phalombe,Lab Assistant,23703
23704,Phalombe,Lab Assistant,23704
23705,Phalombe,Lab Assistant,23705
23706,Phalombe,Lab Assistant,23706
23707,Phalombe,Lab Assistant,23707
23708,Phalombe,Lab Assistant,23708
23709,Phalombe,Lab Assistant,23709
23710,Rumphi,Lab Assistant,23710
23711,Rumphi,Lab Assistant,23711
23712,Rumphi,Lab Assistant,23712
23713,Rumphi,Lab Assistant,23713
23714,Rumphi,Lab Assistant,23714
23715,Rumphi,Lab Assistant,23715
23716,Rumphi,Lab Assistant,23716
23717,Rumphi,Lab Assistant,23717
23718,Rumphi,Lab Assistant,23718
23719,Rumphi,Lab Assistant,23719
23720,Rumphi,Lab Assistant,23720
23721,Rumphi,Lab Assistant,23721
23722,Rumphi,Lab Assistant,23722
23723,Rumphi,Lab Assistant,23723
23724,Rumphi,Lab Assistant,23724
23725,Rumphi,Lab Assistant,23725
23726,Rumphi,Lab Assistant,23726
23727,Rumphi,Lab Assistant,23727
23728,Rumphi,Lab Assistant,23728
23729,Rumphi,Lab Assistant,23729
23730,Rumphi,Lab Assistant,23730
23731,Salima,Lab Assistant,23731
23732,Salima,Lab Assistant,23732
23733,Salima,Lab Assistant,23733
23734,Salima,Lab Assistant,23734
23735,Salima,Lab Assistant,23735
23736,Salima,Lab Assistant,23736
23737,Salima,Lab Assistant,23737
23738,Salima,Lab Assistant,23738
23739,Salima,Lab Assistant,23739
23740,Salima,Lab Assistant,23740
23741,Salima,Lab Assistant,23741
23742,Salima,Lab Assistant,23742
23743,Salima,Lab Assistant,23743
23744,Salima,Lab Assistant,23744
23745,Salima,Lab Assistant,23745
23746,Salima,Lab Assistant,23746
23747,Salima,Lab Assistant,23747
23748,Thyolo,Lab Assistant,23748
23749,Thyolo,Lab Assistant,23749
23750,Thyolo,Lab Assistant,23750
23751,Thyolo,Lab Assistant,23751
23752,Thyolo,Lab Assistant,23752
23753,Thyolo,Lab Assistant,23753
23754,Thyolo,Lab Assistant,23754
23755,Thyolo,Lab Assistant,23755
23756,Thyolo,Lab Assistant,23756
23757,Thyolo,Lab Assistant,23757
23758,Thyolo,Lab Assistant,23758
23759,Thyolo,Lab Assistant,23759
23760,Thyolo,Lab Assistant,23760
23761,Thyolo,Lab Assistant,23761
23762,Thyolo,Lab Assistant,23762
23763,Thyolo,Lab Assistant,23763
23764,Thyolo,Lab Assistant,23764
23765,Thyolo,Lab Assistant,23765
23766,Thyolo,Lab Assistant,23766
23767,Thyolo,Lab Assistant,23767
23768,Thyolo,Lab Assistant,23768
23769,Thyolo,Lab Assistant,23769
23770,Zomba,Lab Assistant,23770
23771,Zomba,Lab Assistant,23771
23772,Zomba,Lab Assistant,23772
23773,Zomba,Lab Assistant,23773
23774,Zomba,Lab Assistant,23774
23775,Zomba,Lab Assistant,23775
23776,Zomba,Lab Assistant,23776
23777,Zomba,Lab Assistant,23777
23778,Zomba,Lab Assistant,23778
23779,Zomba,Lab Assistant,23779
23780,Zomba,Lab Assistant,23780
23781,Zomba,Lab Assistant,23781
23782,Zomba,Lab Assistant,23782
23783,Zomba,Lab Assistant,23783
23784,Zomba,Lab Assistant,23784
23785,Zomba,Lab Assistant,23785
23786,Zomba,Lab Assistant,23786
23787,Zomba,Lab Assistant,23787
23788,Zomba,Lab Assistant,23788
23789,Zomba,Lab Assistant,23789
23790,Zomba,Lab Assistant,23790
23791,Zomba,Lab Assistant,23791
23792,Zomba,Lab Assistant,23792
