person_responsible,module_name,intervention_description,item_code,consumable_name_tlo,matching_status,consumable_name_lmis,comments_sm,verified_by_DM_lead,match_level1,match_level2,Comments_DM Leads,check with pharmacist? (Y/N),notes_on_openlmis_mapping,item_code_hhfa,item_hhfa_for_data_validation,item_hhfa_for_scenario_generation,hhfa_mapping_rationale_for_scenario_generation,notes_on_hhfa_mapping
Joe,care_of_women_during_pregnancy,Syphillis treatment (not yet coded),43,"Water for injection, 5 ml ampoule",Remove,"Water for injections, 10ml",I have removed this since this is a duplicate of 98,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Joe,"care_of_women_during_pregnancy, labour",Daily balanced energy and protein supplements,1015,Dietary supplements (country-specific),Matched,Ready-to-use Therapeutic Food (RUTF) spread,,Proxy match,1,1,,,,135,Ready to use therapeutic food(RUTF),Ready to use therapeutic food(RUTF),proxy,
Joe,"care_of_women_during_pregnancy, labour, postnatal_supervisor",Blood transfusion during pregnancy,141,"Blood, one unit",Not matched,,,,,,,,,,,,not relevant to logistic regression analysis,blood
Joe,"care_of_women_during_pregnancy, labour, postnatal_supervisor",Case management of eclampsia/severe pre-eclampsia,59,"Test strips, urine analysis",Remove,,I have removed this since only item code 47 was preserved between the duplicates 47 and 59,,,,,,,47,Dipsticks for urine glucose for rapid diagnostic test,Dipsticks for urine glucose for rapid diagnostic test,proxy,
Joe,"care_of_women_during_pregnancy, labour, postnatal_supervisor",Case management of eclampsia/severe pre-eclampsia,62,"Water for injection, 10 ml ampoule",Remove,"Water for injections, 10ml",I have removed this since this is a duplicate of 98,Correct,1,1,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Joe,"care_of_women_during_pregnancy, postnatal_supervisor",Urinalysis,47,Urine analysis,Not matched,,,,,,,,,158,Urine pregnancy test kit,Urine pregnancy test kit,,
Joe,labour,Caesarean section,77,Catgut chromic 1 needle round bodied ?Ç¬? circle 50mm_12_CMST,Remove,Catgut chromic 1 on needle round bodied 1/2 circle 50mm thread length 75cm - 150cm (12 per box),I have removed this since this is a duplicate of 247,Correct,1,1,,,,,,,not relevant to logistic regression analysis,
Joe,labour,Caesarean section,77,Catgut chromic 1 needle round bodied ?Ç¬? circle 50mm_12_CMST,Remove,"Catgut chromic 2 on needle round bodied 1/2 circle 50mm, thread lengh 75cm - 150cm (12 per box)",I have removed this since this is a duplicate of 247,Correct,1,1,,,,,,,not relevant to logistic regression analysis,
Joe,labour,Caesarean section,77,Catgut chromic 1 needle round bodied ?Ç¬? circle 50mm_12_CMST,Remove,"Catgut chromic suture sterile 0,  round bodied 1/2 circle 40mm",I have removed this since this is a duplicate of 247,to be checked,1,1,Not sure that 40mm works for this intervention,,,,,,not relevant to logistic regression analysis,
Joe,labour,Caesarean section,78,"suture Vicryl A (2/0) 70cm + 1/2 rb ndl 26mm, V317H_36_IDA",Remove,"Polyglactin 0 (Vicryl) 1/2 circle round bodied needle 31mm, thread length 75cm",I have removed this since this is a duplicate of 247,to be checked,1,1,,,,2,Absorbable suture material,Absorbable suture material,,
Joe,labour,Caesarean section,78,"suture Vicryl A (2/0) 70cm + 1/2 rb ndl 26mm, V317H_36_IDA",Remove,"Polyglactin 1 (Vicryl) 1/2 circle round bodied needle 31mm, thread length 70cm, 12 per box",I have removed this since this is a duplicate of 247,to be checked,1,1,,,,2,Absorbable suture material,Absorbable suture material,,
Joe,labour,Caesarean section,78,"suture Vicryl A (2/0) 70cm + 1/2 rb ndl 26mm, V317H_36_IDA",Remove,"Polyglactin 2 (Vicryl) round bodied needle 1/2 circ,Taper cut 45MM",I have removed this since this is a duplicate of 247,to be checked,1,1,,,,2,Absorbable suture material,Absorbable suture material,,
Joe,labour,Caesarean section,107,"Syringe, 5ml, disposable, hypoluer with 21g needle_each_CMST",Remove,,I have removed this since this is a duplicate of 6,,,,,,,51,Disposable syringes or auto-destructive syringes,Disposable syringes or auto-destructive syringes,,
Joe,labour,Clean birth practices/essential newborn care,117,Clean delivery kit,Not matched,,,,,,,,,,,,assume average,
Joe,labour,Management of obstructed labour (assisted vaginal delivery),22,"Gloves, surgeons, latex, disposable, sterile, pair",Remove,,I have removed this since this is a duplicate of 135,,,,,,,50,Disposable latex gloves,Disposable latex gloves,,
Joe,labour,Management of obstructed labour (assisted vaginal delivery),66,"Cefazolin, ampoule, 500 mg",Not matched,,,,,,,,,10,Ampicillin powder for injection,Ampicillin powder for injection,proxy,
Joe,labour,Management of obstructed labour (assisted vaginal delivery),67,"Blade, surgical, no. 22, sterile, disposable",Not matched,,,,,,,,,,,,assume average,
Joe,labour,Management of obstructed labour (assisted vaginal delivery),2669,"Forceps, obstetric",Not matched,,,,,,,,,,,,assume average,
Joe,labour,Management of obstructed labour (assisted vaginal delivery),2670,"Vacuum, obstetric",Not matched,,,,,,,,,,,,assume average,
Joe,"labour, postnatal supervisor",Management of maternal sepsis,126,"Lancet, blood, disposable",Not matched,,,,,,,,,51,Disposable syringes or auto-destructive syringes,Disposable syringes or auto-destructive syringes,proxy,
Joe,"labour, postnatal supervisor",Management of postpartum haemorrhage (primary and secondary),88,"surgical face mask, disp., with metal nose piece_50_IDA",Matched,"Mask face disposable paper 2-ply, 20cm x 7.5cm White colour with elastic bands",,,1,1,,,,103,Medical (surgical or procedural) masks,Medical (surgical or procedural) masks,,
Joe,"labour, postnatal supervisor",Management of postpartum haemorrhage (primary and secondary),135,"Disposables gloves, powder free, 100 pieces per box",Use HHFA,,,,,,,,,50,Disposable latex gloves,Disposable latex gloves,,
Joe,"labour, postnatal supervisor",Management of postpartum haemorrhage (primary and secondary),139,"Suture, non-absorbable, synthetic, 2/0, needle",Remove,"Monofilament polyamide (Ethilon) 2/0, 1/2 circle conversional on cutting needle 24mm, thread length 75cm (12 per box)",I have removed this since this is a duplicate of 247,to be checked,1,1,,,,116,Non-Absorbable suture material,Non-Absorbable suture material,,
Joe,"labour, postnatal supervisor",Management of postpartum haemorrhage (primary and secondary),139,"Suture, non-absorbable, synthetic, 2/0, needle",Remove,"Monofilament Polyamide (Ethilon) 2/0,1/2 circle reverse cutting needle 36mm, thread length 75cm (12 per box)",I have removed this since this is a duplicate of 247,to be checked,1,1,,,,116,Non-Absorbable suture material,Non-Absorbable suture material,,
Joe,"labour, postnatal supervisor",Management of postpartum haemorrhage (primary and secondary),142,"gauze compresses 5 x 5 cm ,12 ply, non sterile_100_IDA",Remove,,I have removed this since this is a duplicate of 101,,,,,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Joe,newborn_outcomes,Neonatal resusciatation,63,"Resuscitator,hand-oper.,infant/child,set",Remove,,I have removed this since only item code 64 was preserved between the duplicates 63 and 64,,,,,,,,,,assume average,
Joe,newborn_outcomes,Neonatal resusciatation,64,"Infant resuscitator, clear plastic + mask + bag_each_CMST",Not matched,,,,,,,,,,,,assume average,
Joe,"newborn_outcomes, postnatal_supervisor",Neonatal sepsis- full supportive care,131,"Cephalotin, 100 ml vial",Not matched,,,,,,,,,8,Amoxicillin,Amoxicillin,proxy,
Joe,"newborn_outcomes, postnatal_supervisor",Neonatal sepsis- full supportive care,136,"Syringes, single use, 20 ml, 100 pieces per pack",Remove,,I have removed this since this is a duplicate of 6,,,,,,,51,Disposable syringes or auto-destructive syringes,Disposable syringes or auto-destructive syringes,,
Robbie Manning Smith,Road traffic injuries,Supply of Tetanus Vaccine,241,Tetanus toxin vaccine (TTV),Remove,,I have removed this since only item code 39 was preserved between the duplicates 39 and 241,,,,,,,153,Tetanus toxoid vaccine,Tetanus toxoid vaccine,,
Robbie Manning Smith,Road traffic injuries,Treatment of open fractures,247,Suture pack,Matched,Catgut chromic 1 on needle round bodied 1/2 circle 50mm thread length 75cm - 150cm (12 per box),,Correct,1,1,,,,2,Absorbable suture material,Absorbable suture material,,
Robbie Manning Smith,Road traffic injuries,Treatment of open fractures,247,Suture pack,Matched,"Catgut chromic 2 on needle round bodied 1/2 circle 50mm, thread lengh 75cm - 150cm (12 per box)",,Correct,1,1,,,,2,Absorbable suture material,Absorbable suture material,,
Robbie Manning Smith,Road traffic injuries,Treatment of open fractures,247,Suture pack,Matched,"Catgut chromic suture sterile 0,  round bodied 1/2 circle 40mm",,Correct,1,1,,,,2,Absorbable suture material,Absorbable suture material,,
Robbie Manning Smith,Road traffic injuries,Treatment of open fractures,247,Suture pack,Matched,"Polyglactin 0 (Vicryl) 1/2 circle round bodied needle 31mm, thread length 75cm",,Correct,1,1,,,,2,Absorbable suture material,Absorbable suture material,,
Robbie Manning Smith,Road traffic injuries,Treatment of open fractures,247,Suture pack,Matched,"Polyglactin 1 (Vicryl) 1/2 circle round bodied needle 31mm, thread length 70cm, 12 per box",,Correct,1,1,,,,2,Absorbable suture material,Absorbable suture material,,
Robbie Manning Smith,Road traffic injuries,Treatment of open fractures,247,Suture pack,Matched,"Polyglactin 2 (Vicryl) round bodied needle 1/2 circ,Taper cut 45MM",,Correct,1,1,,,,2,Absorbable suture material,Absorbable suture material,,
Robbie Manning Smith,Road traffic injuries,Treatment of open fractures,2338,"ceftriaxon 500 mg, powder for injection_10_IDA",Not matched,,,,,,,,,30,Ceftriaxone injection,Ceftriaxone injection,,
Tara,Covid,"Oxygen, 1000 liters, primarily with oxygen concentrators",127,"Oxygen, 1000 liters, primarily with oxygen cylinders",Not matched,,,,,,,,,,,,not relevant to logistic regression analysis,oxygen
Tara,EPI,BCG vaccine,152,BCG vaccine,Remove,,I have removed this since this is a duplicate of 153,,,,,,,20,BCG vaccine,BCG vaccine,,
Tara,EPI,BCG vaccine,153,"Syringe, autodisposable, BCG, 0.1 ml, with needle",Use HHFA,,,,,,,,,51,Disposable syringes or auto-destructive syringes,Disposable syringes or auto-destructive syringes,,
Tara,EPI,BCG vaccine,154,"Safety box for used syringes/needles, 5 liter",Not matched,,,,,,,,,142,Sharps container/Safety box,Sharps container/Safety box,,
Tara,EPI,HPV vaccine,157,HPV vaccine,Not matched,,,,,,,,,,,,assume average,
Tara,EPI,Measles rubella vaccine,158,Measles vaccine,Not matched,,,,,,,,,102,Measles vaccine,Measles vaccine,,
Tara,EPI,"Pentavalent vaccine (DPT, Hep B, Hib)",1197,"Pentavalent vaccine (DPT, Hep B, Hib)",Not matched,,,,,,,,,52,DPT vaccine,DPT vaccine,,
Tara,EPI,Pneumococcal vaccine,100,"Syringe, 50ml, disposable, with 19g needle_each_CMST",Remove,,I have removed this since this is a duplicate of 6,,,,,,,51,Disposable syringes or auto-destructive syringes,Disposable syringes or auto-destructive syringes,,
Tara,EPI,Pneumococcal vaccine,155,Pneumococcal vaccine,Not matched,,,,,,,,,127,Pneumococcal vaccine,Pneumococcal vaccine,,
Tara,EPI,Pneumococcal vaccine,156,"Syringe, auto-disposable, 0.5 ml, with needle",Remove,,I have removed this since this is a duplicate of 6,,,,,,,51,Disposable syringes or auto-destructive syringes,Disposable syringes or auto-destructive syringes,,
Tara,EPI,Polio vaccine,151,Polio vaccine,Not matched,,,,,,,,,120,Oral Polio vaccine,Oral Polio vaccine,,
Tara,EPI,Rotavirus vaccine,150,Rotavirus vaccine,Not matched,,,,,,,,,139,Rotavirus vaccine,Rotavirus vaccine,,
Tara,EPI,Tetanus toxoid (pregnant women),39,"Tetanus toxoid, injection",Not matched,,,,,,,,,153,Tetanus toxoid vaccine,Tetanus toxoid vaccine,,
Tara,HIV,CD4 test,191,CD4 test,Not matched,,,,,,,,,80,HIV rapid test kit,HIV rapid test kit,proxy,
Tara,HIV,Cotrimoxazole for children,202,"Sulfamethoxazole + trimethropin, oral suspension, 240 mg, 100 ml",Not matched,,,,,,,,,35,Co-trimoxazole,Co-trimoxazole,,
Tara,HIV,Male circumcision,197,"male circumcision kit, consumables (10 procedures)_1_IDA",Not matched,,,,,,,,,,,,assume average,
Tara,HIV,Nutrition supplements in first 6 months for HIV/AIDS cases,205,Nutrition supplements in first six months drugs/supplies to service a client,Not matched,,,,,,,,,135,Ready to use therapeutic food(RUTF),Ready to use therapeutic food(RUTF),proxy,
Tara,HIV,PMTCT,4,"Gloves, exam, latex, disposable, pair",Remove,,I have removed this since this is a duplicate of 135,,,,,,,50,Disposable latex gloves,Disposable latex gloves,,
Tara,HIV,PMTCT,9,"Syringe, needle + swab",Remove,,I have removed this since this is a duplicate of 6,,,,,,,51,Disposable syringes or auto-destructive syringes,Disposable syringes or auto-destructive syringes,,
Tara,HIV,PMTCT,40,"Blood collecting tube, 5 ml",Not matched,,,,,,,,,,,,not relevant to logistic regression analysis,blood
Tara,HIV,PMTCT,200,DNA PCR for infant after birth,Not matched,,,,,,,Y,,40,DBS filter paper,DBS filter paper,proxy,
Tara,HIV,Screen HIV+ cases for TB,206,Culture test,Not matched,,,,,,,Y,,136,reagent,reagent,proxy,
Tara,HIV,Screen HIV+ cases for TB,207,Smear test,Not matched,,,,,,,Y,,152,TB rapid test cartridge,TB rapid test cartridge,proxy,
Tara,HIV,viral load monitoring,190,VL Test,Not matched,,,,,,,Y,,80,HIV rapid test kit,HIV rapid test kit,proxy,
Tara,Malaria,"Complicated (adults, injectable artesunate)",172,Glove disposable latex medium_100_CMST,Remove,,I have removed this since this is a duplicate of 135,,,,,,,50,Disposable latex gloves,Disposable latex gloves,,
Tara,TB,First line treatment for new TB cases for adults,175,X-ray,Not matched,,,,,,I'm not sure if consumables are listed for chest x-ray - perhaps this is just requires a facilities check,,,,,,not relevant to logistic regression analysis,
Tara,TB,Microscopy Test,184,Solid culture and DST,Not matched,,,,,,,,,136,reagent,reagent,proxy,
Tim C,contraception,female_sterilization,17,"Lidocaine, spray, 10%, 500 ml bottle",Not matched,,,,,,,,,96,Lidocaine 1% or 2% (anaesthesia),Lidocaine 1% or 2% (anaesthesia),,
Tim C,contraception,female_sterilization,19,"Needle, suture, assorted sizes, round body",Remove,,I have removed this since this is a duplicate of 247,,,,,,,2,Absorbable suture material,Absorbable suture material,proxy,
Tim C,contraception,female_sterilization,20,"Suture, catgut, chromic, 0, 150 cm",Remove,,I have removed this since this is a duplicate of 247,,,,,,,2,Absorbable suture material,Absorbable suture material,,
Tim C,contraception,female_sterilization,21,"Tape, adhesive, 2.5 cm wide, zinc oxide, 5 m roll",Matched,"Plaster, zinc oxide 10cm x 5m long, when stretched",,Correct,1,1,Not sure if zinc oxide is necessary or any adhesive plaster will do,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Tim C,contraception,female_sterilization,21,"Tape, adhesive, 2.5 cm wide, zinc oxide, 5 m roll",Matched,"Plaster, zinc oxide 7.5cm x 5m long, when stretched",,Correct,1,1,Not sure if zinc oxide is necessary or any adhesive plaster will do,,,50,Disposable latex gloves,Disposable latex gloves,proxy,
Tim C,contraception,female_sterilization,22,"Gloves, surgeons, latex, disposable, sterile, pair",Remove,,I have removed this since this is a duplicate of 135,,,,,,,50,Disposable latex gloves,Disposable latex gloves,,
Tim C,contraception,implant,10,Trocar,Not matched,,,,,,,,,116,Non-Absorbable suture material,Non-Absorbable suture material,proxy,
Tim C,contraception,injections,6,"Syringe, Autodisable SoloShot IX",Use HHFA,,,,,,,,,51,Disposable syringes or auto-destructive syringes,Disposable syringes or auto-destructive syringes,,
Tara,Malaria,Indoor residual spraying drugs,161,Indoor residual spraying drugs/supplies to service a client,Not matched,,,,,,,,,85,Insecticide treated bed nets,Insecticide treated bed nets,proxy,
Tara,TB,First line treatment for new TB cases for adults,176,4-FDC tablets (R150/H75/Z400/E275),Matched,RHZE 150/75/400/275,these two regimens come as a package: Cat. I & III Patient Kit A so have same item code,Correct,1,1,"this is a combination tablet with rifampicin, isoniazid, pyrazinamide and ethambutol",,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Tara,TB,First line treatment for new TB cases for adults,176,2-FDC tablets (R150/H75),Matched,RH 150/75,Cat. I & III Patient Kit A,Correct,1,1,this is a combination tablet with rifampicin and isoniazid,,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Tara,TB,First line treatment for new TB cases for children,178,4-FDC tablets (R150/H75/Z400/E275),Matched,RHZE 150/75/400/275,Cat. I & III Patient Kit B,Correct,1,1,"combination tablet with rifampicin, isoniazid, pyrazinamide and ethambutol",,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Tara,TB,First line treatment for new TB cases for children,178,2-FDC tablets (E400/H150),Matched,Ethambutol 400mg,Cat. I & III Patient Kit B,Correct,1,2,combination tablet with isoniazid and ethambutol,,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Tara,TB,First line treatment for new TB cases for children,178,2-FDC tablets (E400/H150),Matched,Isoniazid 100mg,check with local pharmacist,Other (see comments),2,2,,Y,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Tara,TB,First line treatment for new TB cases for children,178,2-FDC tablets (E400/H150),Matched,Isoniazid 300mg,check with local pharmacist,Other (see comments),2,2,,Y,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Tara,TB,First line treatment for new TB cases for children,178,2-FDC tablets (E400/H150),Matched,"Isoniazid tablets, 100mg",check with local pharmacist,Other (see comments),2,2,,Y,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Tara,TB,First line treatment for new TB cases for children,178,2-FDC tablets (E400/H150),Matched,"Isoniazid tablets, 300mg",check with local pharmacist,Other (see comments),2,2,,Y,,133,Pyrazinamide,Pyrazinamide,,Z has the lowest availability among these consumables
Tara,TB,First line treatment for retreatment TB cases for adults,177,4-FDC tablets (R150/H75/Z400/E275),Matched,RHZE 150/75/400/275,Cat. II Patient Kit A1,Correct,1,1,,,,148,Streptomycin injectable,Streptomycin injectable,proxy,
Tara,TB,First line treatment for retreatment TB cases for adults,177,Rifampicin 150mg / Isoniazid 75mg / Ethambutol 275mg,Matched,RHE 150/75/275,Cat. II Patient Kit A1,Correct,1,1,,,,148,Streptomycin injectable,Streptomycin injectable,proxy,
Tara,TB,First line treatment for retreatment TB cases for adults,177,"Streptomycin sulphate powder for injection, 1g, vial",Matched,Streptomycin 1g,Cat. II Patient Kit A1,Correct,2,1,,,,148,Streptomycin injectable,Streptomycin injectable,proxy,
Tara,TB,First line treatment for retreatment TB cases for children,179,4-FDC tablets (R150/H75/Z400/E275),Matched,RHZE 150/75/400/275,Cat. II Patient Kit A2,Correct,1,1,,,,148,Streptomycin injectable,Streptomycin injectable,proxy,
Tara,TB,First line treatment for retreatment TB cases for children,179,Rifampicin 150mg / Isoniazid 75mg / Ethambutol 275mg,Matched,RHE 150/75/275,Cat. II Patient Kit A2,Correct,1,1,,,,148,Streptomycin injectable,Streptomycin injectable,proxy,
Tara,TB,First line treatment for retreatment TB cases for children,179,"Streptomycin sulphate powder for injection, 1g, vial",Matched,Streptomycin 1g,Cat. II Patient Kit A2,Correct,2,1,,,,148,Streptomycin injectable,Streptomycin injectable,proxy,
Tara,TB,Case management of MDR cases,181,6Cm (or Km)-Lfx-Eto-Cs-Z/18Lfx-Eto-Cs,Matched,Pyrazinamide 400mg,"check with local pharmacist if the full combination is available, Category IV",Correct,1,1,"combination therapy: Pyrazinamide (Z), Capreomycin (Cm), Levofloxacin (Lfx), Ethionamide (Eto), Cycloserine (Cs)",Y,,133,Pyrazinamide,Pyrazinamide,proxy,TB treatment drug with the lowest average availability
Tara,TB,Case management of MDR cases,181,6Cm (or Km)-Lfx-Eto-Cs-Z/18Lfx-Eto-Cs,Matched,Capreomycin 1g,Category IV,Correct,2,1,,Y,,133,Pyrazinamide,Pyrazinamide,proxy,TB treatment drug with the lowest average availability
Tara,TB,Case management of MDR cases,181,6Cm (or Km)-Lfx-Eto-Cs-Z/18Lfx-Eto-Cs,Matched,Levofloxacin 250mg,Category IV,Correct,3,1,,Y,,133,Pyrazinamide,Pyrazinamide,proxy,TB treatment drug with the lowest average availability
Tara,TB,Case management of MDR cases,181,6Cm (or Km)-Lfx-Eto-Cs-Z/18Lfx-Eto-Cs,Matched,Ethionamide 250mg,Category IV,Correct,4,1,,Y,,133,Pyrazinamide,Pyrazinamide,proxy,TB treatment drug with the lowest average availability
Tara,TB,Case management of MDR cases,181,6Cm (or Km)-Lfx-Eto-Cs-Z/18Lfx-Eto-Cs,Matched,Cycloserine 250mg,Category IV,Correct,5,1,,Y,,133,Pyrazinamide,Pyrazinamide,proxy,TB treatment drug with the lowest average availability
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Tenofovir (TDF) + Lamivudine (3TC) + Efavirenz (EFV), 300+300+600, 30''s (5A)",,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Tenofovir Disoproxil Fumarate/Lamivudine/Efavirenz(TDF/3TC /EFV), 300+300+600mg",,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 300+150+200mg",,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Zidovudine (AZT) + Lamivudine (3TC) + Nvevirapine (NVP), 300mg + 150mg + 200mg, 60''s (2A",,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Tenofovir Disoproxil Fumarate/Lamivudine/Dolutegravir (TDF/3TC /DTG), 300+300+50mg",,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Tenofovir (TDF) + Lamivudine (3TC), 300mg+300mg, 30''s (7A, 6A)",,Correct,2,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Tenofovir Disoproxil Fumarate/Lamivudine(TDF/3TC ), 300+300mg",,Correct,2,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Zidovudine (AZT) + Lamivudine (3TC), 300mg+150mg, 60''s (4A, 8A)",,Correct,2,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Zidovudine/Lamivudine (AZT/3TC), 300+150mg",,Correct,2,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Abacavir/Lamivudine (ABC/3TC), 600+300mg",,Correct,2,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Atazanavir + Ritonavir, 300mg + 100mg, 30''S (7A)",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Atazanavir + Ritonavir, 300mg + 100mg, 30''S (7A)",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Dolutegravir (DTG), 50mg",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Efavirenz (EFV), 600mg",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Efavirenz (EFV), 600mg, 30''s (3A)",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Nevirapine (NVP), 200mg",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Nevirapine (NVP), 200mg, 60''s (6A)",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Lopinavir + Ritonavir (LPV/r), 200mg + 50mg, 120''s (7A)",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART adults,2671,First-line ART regimen: adult,Matched,"Lopinavir/Ritonavir (LPV/r ), 200+50mg",,Correct,3,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2672,First line ART regimen: older child,Matched,"Zidovudine(AZT) + Lamivudine (3TC) + Nevirapine(NVP), 60mg + 30mg + 50mg, 60''s (2P)",This regimen is relevant for both young and old children,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2672,First line ART regimen: older child,Matched,"Zidovudine/Lamivudine/Nevirapine (AZT/3TC/NVP), 60+30+50mg",,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2672,First line ART regimen: older child,Matched,"Stavudine (d4T) + Lamivudine (3TC) + Nevirapine (NVP), 6mg + 30mg + 50mg, 60''s (1P)",This regimen is only for older children,Correct,1,1,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
Tara,HIV,ART children,2672,First line ART regimen: older child,Matched,"Abacavir (ABC) + Lamivudine(3TC), 60mg+30mg, 60''S (9P)",,Correct,2,2,,,,12,Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),Antiretroviral treatment (ART) component 1 (ZDV/AZT/TDF/D4T),proxy,
